公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投<br>資比率(%),year,market,出表日期,資料年月,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1560,中砂,23.63,154.16,209.43,122.66,82429.18,5.52,66.12,4.02,90.79,1.62,0.88,14.24,18.7,61.83,16.19,5.2,91.47,96.82,8.58,106,上市,,,,,,,,,,,,,
1568,倉佑,57.16,142.71,151.69,90.04,13.96,3.67,99.45,4.00,91.25,2.27,0.94,5.86,12.28,24.07,5.72,1.86,25.25,75.64,6.22,106,上市,,,,,,,,,,,,,
1582,信錦,30.45,1099.38,298.3,269.84,33061.25,2.76,132.24,11.02,33.12,15.9,1.03,9.89,15.05,74.05,9.8,5.42,42.17,122.33,2.47,106,上市,,,,,,,,,,,,,
1583,程泰,62.16,368.55,131.34,79.04,11.52,3.41,107.03,1.60,228.12,2.08,0.57,3.91,8.53,60.45,6.22,3.44,4.70,83.92,3.06,106,上市,,,,,,,,,,,,,
1587,吉茂,54.83,136.48,121.51,58.94,2.73,4.86,75.1,1.58,231.01,1.31,0.55,1.12,1.41,4.08,1.17,0.27,11.18,49.12,3.06,106,上市,,,,,,,,,,,,,
1589,永冠-KY,32.92,151.83,157.02,124.2,5.99,3.01,121.26,3.69,98.91,1.07,0.43,2.16,2.82,4.62,4.03,2.28,14.43,77.95,2.25,106,上市,,,,,,,,,,,,,
1590,亞德客-KY,44.78,118.77,108.27,71.49,26.87,2.98,122.48,2.15,169.76,1.03,0.53,13.22,24.7,230.51,24.05,18.07,10.68,33.35,0.88,106,上市,,,,,,,,,,,,,
1597,直得,42.03,197.66,222.93,163.17,2606.88,3.69,98.91,2.10,173.80,1.57,0.62,10.25,16.47,48.37,15.98,4.03,61.28,299.00,11.99,106,上市,,,,,,,,,,,,,
1598,岱宇,67.67,130.57,102.93,60.13,-5.66,5.48,66.6,3.48,104.88,1.98,0.74,-2.35,-7.58,-21.64,-3.72,-1.62,-10.40,86.59,-37.86,106,上市,,,,,,,,,,,,,
1603,華電,33.34,188.18,167.44,117.15,26.01,2.24,162.94,2.79,130.82,0.87,0.35,3.81,5.71,17.79,10.45,1.77,8.72,84.91,0.89,106,上市,,,,,,,,,,,,,
1604,聲寶,43.96,173.49,170.14,93.74,19.37,9.95,36.68,4.68,77.99,1.99,0.72,2.89,4.7,7.44,3.82,0.67,4.81,74.93,-4.60,106,上市,,,,,,,,,,,,,
1605,華新,44.5,455.72,183.87,80.75,1931.29,11.75,31.06,5.24,69.65,8.09,1.37,5.77,9.73,27.9,3.98,1.97,22.23,83.19,5.32,106,上市,,,,,,,,,,,,,
1608,華榮,34.79,309.38,174.64,76.52,3748.26,6.82,53.51,2.67,136.70,2.74,0.66,5.08,7.57,10.76,7.42,1.04,0.00,55.66,0.00,106,上市,,,,,,,,,,,,,
1609,大亞,57.29,303.07,169.7,110.71,476.29,4.96,73.58,4.80,76.04,4.21,0.93,4.4,7.15,12.18,3.66,0.83,-3.23,15.94,-4.04,106,上市,,,,,,,,,,,,,
1611,中電,30.4,379.76,230.73,194.29,38.50,4.07,89.68,2.67,136.70,1.58,0.38,8.66,12.7,16.44,21.72,1.54,-0.07,55.00,-5.72,106,上市,,,,,,,,,,,,,
1612,宏泰,11.8,399.92,523.0,343.47,436.45,5.13,71.15,3.93,92.87,3.19,0.67,3.86,4.47,7.0,5.75,0.65,-16.43,49.07,-2.43,106,上市,,,,,,,,,,,,,
1614,三洋電,20.52,141.94,298.24,157.76,40.21,16.97,21.5,4.23,86.28,1.21,0.76,3.35,4.14,9.47,4.32,0.83,58.93,116.29,1.58,106,上市,,,,,,,,,,,,,
1615,大山,32.25,268.43,203.82,108.14,46.83,6.59,55.38,5.68,64.26,4.17,1.21,6.61,9.45,15.01,5.36,1.31,14.99,72.58,3.19,106,上市,,,,,,,,,,,,,
1616,億泰,53.95,227.66,141.08,76.39,-7.64,4.37,83.52,2.98,122.48,3.7,0.84,-2.9,-6.64,-5.53,-3.84,-0.58,0.00,87.03,0.00,106,上市,,,,,,,,,,,,,
1617,榮星,51.95,220.96,160.54,138.85,12.00,4.41,82.76,9.75,37.43,4.27,0.97,4.02,7.15,11.17,3.46,0.81,1.31,137.39,0.74,106,上市,,,,,,,,,,,,,
1618,合機,6.98,265.04,831.01,624.92,2452.66,3.72,98.11,3.86,94.55,1.53,0.49,1.93,2.07,4.17,3.93,0.35,87.61,77.45,3.27,106,上市,,,,,,,,,,,,,
1626,艾美特-KY,66.84,156.26,112.79,50.26,1.10,6.9,52.89,3.39,107.66,4.13,1.28,0.86,0.16,0.6,0.04,0.03,8.75,78.95,6.04,106,上市,,,,,,,,,,,,,
1701,中化,45.47,189.0,179.12,111.54,11.22,3.21,113.7,2.58,141.47,1.54,0.61,3.32,5.52,12.28,4.91,1.05,17.53,62.12,2.67,106,上市,,,,,,,,,,,,,
1702,南僑,73.43,121.34,119.93,83.19,11.01,9.45,38.62,5.28,69.12,1.55,0.83,5.33,17.17,51.16,5.79,4.01,13.46,56.64,1.36,106,上市,,,,,,,,,,,,,
1707,葡萄王,36.03,110.34,100.38,81.59,137.84,50.52,7.22,3.13,116.61,1.51,0.97,20.05,31.95,177.9,20.61,10.03,86.68,91.67,13.81,106,上市,,,,,,,,,,,,,
1708,東鹼,48.07,122.97,117.58,86.92,6.96,6.27,58.21,7.43,49.12,0.52,0.36,5.68,9.05,28.97,12.69,2.44,53.03,66.99,6.18,106,上市,,,,,,,,,,,,,
1709,和益,25.98,320.37,252.44,97.29,90.95,8.84,41.28,2.54,143.70,3.24,0.84,6.42,8.66,16.72,7.53,1.32,43.02,92.49,0.53,106,上市,,,,,,,,,,,,,
1710,東聯,50.22,157.46,84.6,44.41,980.82,15.39,23.71,12.07,30.24,1.69,0.81,7.55,14.15,34.52,8.29,2.01,44.36,42.36,11.12,106,上市,,,,,,,,,,,,,
1711,永光,41.44,178.08,184.53,81.17,6.70,5.17,70.59,2.12,172.16,1.6,0.67,3.15,4.62,8.62,4.04,0.67,27.52,94.57,3.53,106,上市,,,,,,,,,,,,,
1712,興農,56.16,133.65,135.32,70.93,956.00,8.27,44.13,3.97,91.93,2.3,1.12,4.23,9.26,18.28,3.35,1.5,42.00,74.13,12.11,106,上市,,,,,,,,,,,,,
1713,國化,6.92,599.74,2708.33,2246.61,0.00,4.34,84.1,3.72,98.11,1.73,0.27,2.99,3.22,5.32,11.0,0.48,-89.23,0.68,-4.39,106,上市,,,,,,,,,,,,,
1714,和桐,45.61,266.02,166.57,109.68,3.63,5.6,65.17,6.58,55.47,4.31,1.11,2.18,2.76,6.3,1.31,0.34,4.58,38.61,1.78,106,上市,,,,,,,,,,,,,
1717,長興,62.68,207.62,182.89,133.17,5.59,2.93,124.57,4.64,78.66,2.32,0.76,4.2,8.81,19.58,4.48,1.65,-2.57,60.14,-3.67,106,上市,,,,,,,,,,,,,
1718,中纖,92.28,,,,,,,,,0.46,0.03,1.02,6.64,29.43,16.75,0.7,2.22,455.18,-44.57,106,上市,,,,,,,,,,,,,
1720,生達,34.08,219.22,192.12,138.33,76.00,4.13,88.37,2.59,140.92,1.81,0.61,6.96,10.32,30.79,11.26,2.03,43.05,88.56,7.00,106,上市,,,,,,,,,,,,,
1721,三晃,44.43,193.83,240.8,163.1,5.27,4.69,77.82,4.15,87.95,2.06,0.8,1.93,2.88,3.07,2.03,0.32,19.16,196.76,0.56,106,上市,,,,,,,,,,,,,
1722,台肥,34.68,530.58,635.91,537.18,330560.00,7.2,50.69,4.97,73.44,0.57,0.15,2.13,3.26,18.71,13.88,1.65,116.46,142.29,0.70,106,上市,,,,,,,,,,,,,
1723,中碳,38.82,220.48,110.4,87.98,100.38,11.77,31.01,9.13,39.97,2.16,0.6,11.72,17.62,57.62,19.34,5.0,22.21,67.14,0.00,106,上市,,,,,,,,,,,,,
1725,元禎,48.56,550.64,186.1,177.97,1716.17,7.84,46.55,49.74,7.33,18.9,1.85,4.17,7.76,14.02,2.12,1.19,0.00,178.62,-4.79,106,上市,,,,,,,,,,,,,
1726,永記,16.28,481.47,557.82,401.53,13745.05,3.77,96.81,3.05,119.67,4.23,0.76,8.0,9.54,65.34,10.32,4.88,46.30,115.40,-0.56,106,上市,,,,,,,,,,,,,
1727,中華化,43.21,125.96,118.7,81.36,13.19,3.27,111.62,5.56,65.64,2.09,0.97,4.12,6.52,9.95,3.92,0.84,9.61,116.08,1.51,106,上市,,,,,,,,,,,,,
1730,花仙子,31.46,484.88,300.8,224.45,11106.29,4.19,87.11,3.17,115.14,6.73,1.03,10.31,15.24,44.04,9.95,3.13,63.01,115.40,9.71,106,上市,,,,,,,,,,,,,
1731,美吾華,33.71,390.66,210.27,161.13,28.64,2.23,163.67,3.18,114.77,3.14,0.59,3.4,4.93,8.64,5.45,0.65,32.89,83.37,7.08,106,上市,,,,,,,,,,,,,
1732,毛寶,25.76,227.41,283.29,191.11,1519.29,5.94,61.44,3.08,118.50,3.05,1.05,1.25,1.74,2.5,1.22,0.17,-15.42,203.06,-3.83,106,上市,,,,,,,,,,,,,
1733,五鼎,38.33,218.52,156.98,101.12,13.20,5.57,65.52,2.61,139.84,2.25,0.69,3.46,4.85,11.23,4.59,0.86,6.96,84.72,-3.30,106,上市,,,,,,,,,,,,,
1734,杏輝,39.99,155.6,265.33,198.68,-1.55,4.0,91.25,2.33,156.65,0.64,0.35,-1.19,-2.43,-3.15,-4.22,0.22,25.83,44.44,3.06,106,上市,,,,,,,,,,,,,
1735,日勝化,54.02,165.65,138.89,94.18,7.56,3.4,107.35,4.59,79.52,3.8,1.12,2.58,4.41,10.7,1.88,0.63,-1.75,99.28,-2.69,106,上市,,,,,,,,,,,,,
1736,喬山,63.32,362.55,147.26,88.83,1.03,2.64,138.25,1.98,184.34,7.43,0.87,1.04,1.56,7.4,0.67,0.43,0.00,70.91,-3.50,106,上市,,,,,,,,,,,,,
1737,臺鹽,16.95,225.72,474.43,410.86,0.00,14.78,24.69,4.93,74.03,0.97,0.38,4.94,5.89,21.32,12.82,1.77,106.26,93.12,3.93,106,上市,,,,,,,,,,,,,
1752,南光,35.72,119.89,125.27,80.8,30.75,3.96,92.17,2.50,146.00,0.77,0.46,5.82,8.71,21.55,12.36,1.84,32.93,118.35,6.03,106,上市,,,,,,,,,,,,,
1760,寶齡富錦,33.04,204.14,228.4,156.31,1224.41,4.07,89.68,2.68,136.19,2.7,0.99,7.43,11.03,21.0,7.46,1.33,34.13,141.47,5.53,106,上市,,,,,,,,,,,,,
1762,中化生,47.17,117.68,127.06,52.29,14.11,5.65,64.6,1.72,212.20,0.57,0.37,3.0,4.78,14.12,7.35,1.11,19.71,37.45,3.01,106,上市,,,,,,,,,,,,,
1773,勝一,21.16,270.81,264.15,199.44,20863.75,6.92,52.74,7.66,47.65,4.24,1.24,15.88,20.07,70.93,12.85,5.86,106.03,125.31,7.50,106,上市,,,,,,,,,,,,,
1776,展宇,40.48,243.15,209.56,141.91,47.37,3.96,92.17,4.56,80.04,3.41,0.99,5.26,8.39,21.61,5.16,1.35,20.68,91.16,-0.08,106,上市,,,,,,,,,,,,,
1783,和康生,27.87,161.24,705.08,412.15,5.06,3.6,101.38,2.19,166.66,0.85,0.39,1.74,2.0,2.36,3.69,0.23,49.62,-14.71,3.75,106,上市,,,,,,,,,,,,,
1786,科妍,41.5,137.64,244.25,219.12,640.92,5.06,72.13,2.66,137.21,0.31,0.17,1.41,1.89,4.23,6.63,0.33,8.67,14.88,0.99,106,上市,,,,,,,,,,,,,
1789,神隆,17.98,227.68,579.77,419.18,720.25,5.32,68.6,0.83,439.75,0.62,0.25,3.81,4.09,6.01,12.01,0.53,87.11,81.12,4.49,106,上市,,,,,,,,,,,,,
1795,美時,50.84,731.02,223.93,172.61,1.81,5.18,70.46,3.53,103.39,3.34,0.41,1.71,0.6,8.83,0.75,0.03,31.53,44.79,9.99,106,上市,,,,,,,,,,,,,
1802,台玻,40.95,120.2,116.41,73.93,4.16,4.85,75.25,4.15,87.95,0.83,0.53,3.3,4.49,8.22,4.85,0.73,27.88,80.26,4.91,106,上市,,,,,,,,,,,,,
1805,寶徠,50.5,1120.81,183.89,42.61,0.31,25.19,14.48,0.27,1351.85,3.9,0.17,0.03,-0.32,-0.3,-0.93,-0.03,-39.19,15.23,-39.07,106,上市,,,,,,,,,,,,,
1806,冠軍,38.98,165.14,196.5,118.61,0.94,5.24,69.65,1.54,237.01,0.93,0.4,-0.06,-1.26,0.78,-1.13,-0.21,28.15,80.27,10.04,106,上市,,,,,,,,,,,,,
1808,潤隆,81.83,563.12,159.29,35.62,3.09,5.14,71.01,0.22,1659.09,2.17,0.19,3.7,11.66,25.32,13.15,2.38,0.00,0.00,0.00,106,上市,,,,,,,,,,,,,
1809,中釉,22.82,246.26,338.42,239.01,428.49,2.9,125.86,2.15,169.76,1.49,0.48,0.56,0.42,2.82,0.69,-0.09,-18.39,206.20,-3.90,106,上市,,,,,,,,,,,,,
1810,和成,47.92,166.36,146.15,92.86,4.25,3.06,119.28,2.21,165.15,1.36,0.51,1.96,2.77,6.67,2.8,0.46,10.81,140.94,3.09,106,上市,,,,,,,,,,,,,
1817,凱撒衛,23.51,245.44,319.64,161.97,226.25,9.26,39.41,2.69,135.68,3.23,1.1,12.69,16.27,47.09,11.43,3.58,47.31,77.30,1.15,106,上市,,,,,,,,,,,,,
1903,士紙,56.46,392.26,40.62,34.74,-6.52,14.22,25.66,0.64,570.31,0.17,0.03,-2.24,-5.82,-6.49,-91.48,-0.66,0.00,0.00,0.00,106,上市,,,,,,,,,,,,,
1904,正隆,62.93,128.19,117.52,66.23,3.80,5.03,72.56,4.65,78.49,1.37,0.72,3.14,6.3,16.53,3.31,1.29,6.00,71.90,0.82,106,上市,,,,,,,,,,,,,
1905,華紙,40.02,131.81,144.97,105.04,11.84,6.36,57.38,6.77,53.91,1.58,0.75,2.65,4.63,8.02,3.2,0.56,21.45,91.82,2.95,106,上市,,,,,,,,,,,,,
1906,寶隆,12.71,25522.9,24.26,19.3,91.58,17.51,20.84,47.07,7.75,47.36,0.16,5.02,6.0,32.74,23.05,2.77,0.00,98.44,-1.62,106,上市,,,,,,,,,,,,,
1907,永豐餘,61.34,167.2,126.98,80.74,405.52,4.79,76.2,6.27,58.21,1.41,0.6,2.6,5.01,17.1,3.19,0.97,12.14,52.56,2.93,106,上市,,,,,,,,,,,,,
1909,榮成,62.9,129.18,98.07,73.93,5.65,3.47,105.18,12.10,30.16,1.2,0.62,7.61,16.82,47.18,8.46,3.5,-4.76,31.26,-5.21,106,上市,,,,,,,,,,,,,
2002,中鋼,50.28,126.47,104.61,29.65,7.29,21.06,17.33,3.15,115.87,0.75,0.47,3.49,6.17,14.83,6.39,1.09,34.27,117.60,3.60,106,上市,,,,,,,,,,,,,
2006,東和鋼鐵,41.8,136.18,111.81,39.32,19.12,10.37,35.19,3.85,94.80,1.65,0.77,4.58,7.15,19.91,5.36,1.72,-0.97,107.57,-2.98,106,上市,,,,,,,,,,,,,
2007,燁興,82.19,99.58,67.5,24.67,-0.15,29.82,12.24,6.34,57.57,0.62,0.47,-0.37,-5.57,-3.18,-2.31,-0.35,0.00,1.37,0.00,106,上市,,,,,,,,,,,,,
2008,高興昌,51.19,156.71,70.11,34.64,-439.08,12.71,28.71,3.11,117.36,0.75,0.23,-3.5,-7.88,-10.06,-17.67,-1.01,-13.42,-161.24,-3.35,106,上市,,,,,,,,,,,,,
2009,第一銅,32.4,481.53,142.88,42.78,2775.59,12.48,29.24,1.92,190.10,3.31,0.54,5.0,7.45,8.45,8.84,0.75,0.00,44.37,0.00,106,上市,,,,,,,,,,,,,
2010,春源,35.82,253.84,211.47,150.22,13.10,4.04,90.34,4.66,78.32,3.58,1.0,2.65,3.59,8.53,2.33,0.6,0.00,103.65,-3.74,106,上市,,,,,,,,,,,,,
2012,春雨,60.97,175.43,138.86,75.83,4.86,4.07,89.68,2.58,141.47,2.74,0.85,3.79,7.81,13.37,3.5,0.88,16.95,183.11,5.53,106,上市,,,,,,,,,,,,,
2013,中鋼構,71.09,221.81,108.07,40.6,2.27,4.86,75.1,2.59,140.92,7.64,1.12,0.71,1.29,3.8,0.33,0.28,9.24,-92.87,12.01,106,上市,,,,,,,,,,,,,
2014,中鴻,61.99,147.93,83.38,29.43,12.95,26.55,13.74,7.56,48.28,2.8,1.31,8.93,24.43,18.16,6.39,1.82,27.32,169.50,6.61,106,上市,,,,,,,,,,,,,
2015,豐興,14.82,199.04,268.96,128.86,1281.96,18.96,19.25,6.31,57.84,2.8,1.2,13.53,15.94,55.75,11.01,4.69,90.66,96.29,2.86,106,上市,,,,,,,,,,,,,
2017,官田鋼,33.27,176.66,135.21,52.92,9.56,10.05,36.31,2.67,136.70,1.25,0.55,5.08,7.07,11.63,8.47,1.0,36.14,69.77,5.34,106,上市,,,,,,,,,,,,,
2020,美亞,44.23,387.79,140.33,72.31,16.57,8.33,43.81,2.98,122.48,5.04,0.81,6.96,11.87,21.56,8.01,1.46,9.08,112.66,0.46,106,上市,,,,,,,,,,,,,
2022,聚亨,62.11,105.55,88.96,32.87,1.04,13.04,27.99,2.87,127.17,0.96,0.56,1.13,-0.14,0.43,-0.1,-0.16,-13.11,19.64,-5.89,106,上市,,,,,,,,,,,,,
2023,燁輝,66.02,152.91,100.9,52.82,2.61,16.76,21.77,7.10,51.40,1.84,0.84,2.69,4.49,9.91,1.89,0.75,0.00,32.72,0.00,106,上市,,,,,,,,,,,,,
2024,志聯,44.96,129.39,142.64,76.93,9.67,5.31,68.73,3.23,113.00,1.22,0.66,5.3,8.79,12.96,7.14,1.05,15.16,,2.41,106,上市,,,,,,,,,,,,,
2025,千興,37.57,139.26,118.78,23.46,11.07,275.96,1.32,5.83,62.60,3.5,1.64,7.56,11.97,5.53,4.26,0.55,80.30,264.69,13.19,106,上市,,,,,,,,,,,,,
2027,大成鋼,70.39,610.09,359.06,79.46,3.95,11.76,31.03,1.91,191.09,8.93,1.13,4.28,8.96,28.49,2.23,1.25,,16.91,,106,上市,,,,,,,,,,,,,
2028,威致,70.38,119.16,109.46,19.83,8.14,33.13,11.01,6.18,59.06,2.51,1.52,11.11,41.75,19.87,6.53,1.95,25.81,57.84,5.66,106,上市,,,,,,,,,,,,,
2029,盛餘,12.96,362.65,668.15,412.5,186.43,16.7,21.85,6.13,59.54,5.26,1.29,7.05,8.21,29.46,5.44,2.32,-2.79,115.11,-4.25,106,上市,,,,,,,,,,,,,
2030,彰源,64.86,133.88,124.9,50.5,6.44,11.11,32.85,3.01,121.26,3.06,1.21,6.17,15.46,24.94,4.26,1.98,9.20,128.52,4.85,106,上市,,,,,,,,,,,,,
2031,新光鋼,53.12,208.11,122.43,73.75,11.10,3.65,100.0,2.88,126.73,2.18,0.6,9.06,17.82,39.5,12.85,3.49,8.89,68.52,0.00,106,上市,,,,,,,,,,,,,
2032,新鋼,18.39,307.1,695.65,454.98,59.35,4.68,77.99,7.49,48.73,4.59,1.39,0.77,0.92,1.5,0.55,0.12,0.00,89.40,0.00,106,上市,,,,,,,,,,,,,
2033,佳大,17.25,206.5,243.7,141.51,14.25,3.65,100.0,2.99,122.07,1.67,0.67,2.13,2.48,3.07,3.07,0.29,58.98,104.25,6.09,106,上市,,,,,,,,,,,,,
2034,允強,37.14,239.97,187.22,84.92,2789.45,9.69,37.66,4.27,85.48,5.8,1.6,7.18,10.85,24.15,4.23,2.0,25.64,93.16,2.75,106,上市,,,,,,,,,,,,,
2038,海光,46.99,134.24,140.8,71.38,2.10,10.15,35.96,4.23,86.28,1.56,0.75,0.47,0.3,1.65,0.2,0.06,-45.92,66.41,-13.98,106,上市,,,,,,,,,,,,,
2049,上銀,55.82,113.85,98.44,56.99,22.41,4.63,78.83,2.48,147.17,1.08,0.6,6.69,14.34,100.38,10.64,9.77,49.30,80.06,25.26,106,上市,,,,,,,,,,,,,
2059,川湖,11.19,622.05,811.01,766.23,,3.97,91.93,5.11,71.42,2.88,0.41,9.17,10.42,128.42,22.1,9.53,86.72,185.01,0.93,106,上市,,,,,,,,,,,,,
2062,橋椿,58.0,108.3,106.16,52.09,569.73,4.96,73.58,3.19,114.42,0.7,0.47,2.24,4.01,20.05,3.64,1.33,9.83,33.92,1.44,106,上市,,,,,,,,,,,,,
2069,運錩,62.49,142.58,103.32,59.23,2.97,8.86,41.19,5.89,61.96,3.39,1.25,4.51,7.55,16.4,2.45,1.55,5.94,40.40,-0.38,106,上市,,,,,,,,,,,,,
2101,南港,54.12,151.56,131.46,48.69,8.36,5.47,66.72,1.09,334.86,1.33,0.49,3.12,5.66,9.9,5.59,0.79,6.94,75.75,-0.64,106,上市,,,,,,,,,,,,,
2102,泰豐,41.27,113.95,184.65,97.09,-1407.96,4.07,89.68,3.36,108.63,0.63,0.38,-4.45,-7.39,-15.07,-12.5,-1.47,-28.12,105.91,-3.76,106,上市,,,,,,,,,,,,,
2103,台橡,43.3,212.51,128.7,72.44,7.04,8.19,44.56,4.98,73.29,3.63,1.08,3.42,5.07,13.77,2.67,1.06,14.72,109.82,2.41,106,上市,,,,,,,,,,,,,
2104,國際中橡,43.68,232.18,216.71,187.52,13.17,4.76,76.68,6.89,52.97,1.82,0.59,7.4,11.54,56.71,11.43,3.69,29.08,100.26,4.05,106,上市,,,,,,,,,,,,,
2105,正新,53.71,126.04,158.43,107.13,735.00,9.27,39.37,5.23,69.78,1.08,0.65,3.84,6.55,25.86,4.99,1.71,21.15,101.61,-0.37,106,上市,,,,,,,,,,,,,
2106,建大,53.12,249.7,269.31,190.63,4.41,7.51,48.6,3.78,96.56,2.53,0.75,1.18,1.62,7.54,1.08,0.38,-6.94,112.44,-5.70,106,上市,,,,,,,,,,,,,
2107,厚生,27.14,1241.33,278.04,131.42,12.26,7.82,46.67,0.22,1659.09,1.96,0.12,1.39,1.72,5.22,10.96,0.47,11.65,133.54,1.69,106,上市,,,,,,,,,,,,,
2108,南帝,18.46,294.42,457.76,344.44,716.26,8.55,42.69,9.25,39.45,4.39,1.36,10.26,12.52,23.28,6.99,1.74,102.34,205.62,6.25,106,上市,,,,,,,,,,,,,
2109,華豐,44.81,140.15,129.26,87.13,17.40,5.12,71.28,3.59,101.67,1.67,0.74,-11.72,-19.09,-23.63,-15.17,-2.94,1.43,111.28,-0.53,106,上市,,,,,,,,,,,,,
2114,鑫永銓,19.11,209.58,314.39,233.55,578.62,8.36,43.66,3.81,95.80,1.51,0.6,12.56,15.17,60.48,20.74,5.02,43.63,99.30,-3.80,106,上市,,,,,,,,,,,,,
2115,六暉-KY,33.05,373.34,268.74,196.85,34.92,3.89,93.83,3.57,102.24,4.22,0.84,8.94,12.93,48.26,10.36,3.35,26.70,85.38,5.44,106,上市,,,,,,,,,,,,,
2201,裕隆,69.38,257.45,106.67,96.07,15.15,1.08,337.96,6.77,53.91,2.71,0.39,1.38,3.89,26.31,3.27,1.56,-13.47,3.02,-20.35,106,上市,,,,,,,,,,,,,
2204,中華,14.28,851.93,315.55,232.23,366.82,13.03,28.01,6.59,55.38,5.77,0.6,7.24,8.47,35.23,12.13,3.01,22.28,92.85,-0.58,106,上市,,,,,,,,,,,,,
2206,三陽工業,60.04,206.68,141.08,105.89,3.38,8.63,42.29,5.58,65.41,2.81,0.82,1.81,3.21,6.26,1.58,0.6,17.46,87.07,3.44,106,上市,,,,,,,,,,,,,
2207,和泰車,73.44,252.68,122.93,111.18,362.21,1.39,262.58,15.55,23.47,4.5,0.8,6.02,21.93,261.53,7.47,18.52,16.00,62.02,12.38,106,上市,,,,,,,,,,,,,
2208,台船,71.37,135.37,126.38,22.73,-73.06,15.13,24.12,6.22,58.68,1.54,0.65,-23.26,-63.23,-85.44,-35.86,-7.9,,80.00,0.00,106,上市,,,,,,,,,,,,,
2227,裕日車,17.78,1570.5,345.05,344.14,718.28,43.66,8.36,21552.27,0.01,20.88,1.2,23.96,31.08,266.78,19.99,22.14,84.72,2.22,-16.00,106,上市,,,,,,,,,,,,,
2228,劍麟,21.46,249.82,420.25,317.13,710.97,5.08,71.85,4.34,84.10,2.68,0.9,11.48,14.86,103.34,12.72,7.26,106.39,105.86,7.83,106,上市,,,,,,,,,,,,,
2231,為升,45.08,267.88,142.09,120.91,53.74,3.11,117.36,3.08,118.50,2.84,0.54,15.1,34.06,113.97,27.3,10.0,25.24,102.29,-1.16,106,上市,,,,,,,,,,,,,
2233,宇隆,28.39,182.77,224.22,153.65,168.52,4.81,75.88,2.91,125.42,1.86,0.72,12.06,16.9,115.38,16.58,8.05,63.42,77.62,7.93,106,上市,,,,,,,,,,,,,
2236,百達-KY,44.51,382.88,190.61,135.91,21.99,3.08,118.5,3.24,112.65,5.86,0.94,7.58,12.01,59.97,7.71,3.45,12.39,193.54,6.96,106,上市,,,,,,,,,,,,,
2239,英利-KY,54.85,161.25,125.31,72.88,8.83,4.17,87.52,3.84,95.05,2.45,0.8,6.44,12.35,156.75,7.17,9.75,19.71,64.78,7.81,106,上市,,,,,,,,,,,,,
2241,艾姆勒,55.82,119.39,121.67,107.4,-3.27,3.71,98.38,2.82,129.43,0.44,0.23,-1.16,-2.97,-4.55,-6.46,-0.38,-3.04,4.82,-1.69,106,上市,,,,,,,,,,,,,
2243,宏旭-KY,74.71,185.1,111.94,41.77,3.18,2.54,143.7,0.85,429.41,4.33,0.56,1.81,4.63,16.5,2.01,1.14,-7.22,3.68,-15.76,106,上市,,,,,,,,,,,,,
2247,汎德永業,27.59,273.96,278.55,186.11,748.91,112.32,3.24,10.32,35.36,12.52,3.1,8.63,11.99,174.2,2.77,13.32,77.77,65.72,20.54,106,上市,,,,,,,,,,,,,
2301,光寶科,61.17,335.25,126.59,99.78,6.58,3.75,97.33,6.22,58.68,9.54,1.07,1.56,3.59,14.34,1.23,1.13,9.73,110.93,3.82,106,上市,,,,,,,,,,,,,
2302,麗正,17.8,290.81,155.79,115.35,-11.10,3.89,93.83,2.88,126.73,0.85,0.22,-1.65,-2.06,-2.03,-7.56,-0.2,3.17,187.87,0.66,106,上市,,,,,,,,,,,,,
2303,聯電,45.69,129.95,158.03,121.72,4.24,6.78,53.83,6.93,52.66,0.69,0.38,2.21,4.48,8.54,4.44,0.79,59.59,81.49,4.68,106,上市,,,,,,,,,,,,,
2305,全友,21.39,438.33,369.47,316.27,1413.30,10.92,33.42,2.38,153.36,1.14,0.23,18.23,25.65,37.08,80.6,2.54,28.14,60.28,3.86,106,上市,,,,,,,,,,,,,
2308,台達電,46.61,343.04,165.55,129.06,6381.53,4.12,88.59,5.15,70.87,5.27,0.92,7.7,14.78,91.62,8.22,7.08,30.23,107.66,7.92,106,上市,,,,,,,,,,,,,
2312,金寶,68.92,170.9,107.94,75.79,2.50,4.81,75.88,7.24,50.41,5.03,1.38,1.38,2.51,6.33,0.58,0.28,-4.56,58.70,-4.45,106,上市,,,,,,,,,,,,,
2313,華通,59.44,148.13,160.35,121.6,13.78,4.19,87.11,7.38,49.45,2.2,1.01,7.32,16.6,41.17,6.63,3.0,35.24,93.00,8.79,106,上市,,,,,,,,,,,,,
