公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投<br>資比率(%),year,market,出表日期,資料年月,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
6649,台生材,20.61,441.68,671.63,637.4,-66.20,8.30,43.97,0.84,434.52,0.24,0.03,-12.6,-14.45,-21.61,-430.99,-2.25,-100.45,-229.69,-12.23,108,上櫃,,,,,,,,,,,,,
6651,全宇昕,48.58,1445.95,199.63,139.6,16.45,2.93,124.57,2.13,171.36,32.71,1.14,11.17,22.36,43.22,9.24,3.59,64.84,104.84,47.45,108,上櫃,,,,,,,,,,,,,
6654,天正國際,45.07,595.39,217.34,184.49,8.33,0.79,462.02,1.45,251.72,2.42,0.24,1.55,2.29,8.39,5.51,0.57,7.36,80.21,0.77,108,上櫃,,,,,,,,,,,,,
6661,威健生技,40.62,1115.87,215.88,195.51,126.31,4.02,90.79,7.62,47.90,17.17,1.06,7.94,12.42,19.25,7.40,1.49,57.22,184.63,19.18,108,上櫃,,,,,,,,,,,,,
6662,樂斯科,12.1,517.34,708.21,638.9,274.78,8.09,45.11,4.94,73.88,3.62,0.75,11.95,13.64,26.83,15.86,2.19,247.55,100.12,15.53,108,上櫃,,,,,,,,,,,,,
6664,群翊,45.12,355.24,173.33,106.88,233.79,4.58,79.69,1.10,331.81,2.94,0.48,8.64,16.64,67.85,17.81,5.4,30.01,156.66,10.07,108,上櫃,,,,,,,,,,,,,
6667,信紘科,56.93,168.79,189.63,86.09,7.33,6.21,58.77,1.03,354.36,1.74,0.74,2.74,5.14,14.34,3.22,1.15,-27.64,,-18.06,108,上櫃,,,,,,,,,,,,,
6679,鈺太,16.07,1933.50,601.11,390.45,266.97,4.89,74.64,2.34,155.98,28.37,1.28,14.93,18.59,46.33,11.65,4.06,78.6,34.4,7.83,108,上櫃,,,,,,,,,,,,,
6680,鑫創電子,23.66,445.70,525.95,470.71,6921.70,15.26,23.91,5.30,68.86,3.86,0.8,11.27,15.8,35.39,13.84,3.16,25.95,111.11,-3.99,108,上櫃,,,,,,,,,,,,,
6683,雍智科技,17.07,430.23,430.85,322.97,2107.19,5.78,63.14,1.49,244.96,2.62,0.6,15.01,17.86,93.35,25.10,7.85,77.0,88.97,10.13,108,上櫃,,,,,,,,,,,,,
6684,安格,20.52,1188.09,590.65,526.61,4.86,10.38,35.16,4.55,80.21,9.78,0.61,0.38,0.38,0.75,0.50,0.06,35.47,134.21,2.01,108,上櫃,,,,,,,,,,,,,
6690,安碁資訊,30.94,4484.11,246.54,245.38,297.46,7.56,48.28,799.03,0.45,69.98,0.92,9.69,16.97,52.44,10.54,5.11,46.27,149.44,12.39,108,上櫃,,,,,,,,,,,,,
6693,廣閎科,40.73,1276.30,185.65,95.63,8.40,7.84,46.55,3.87,94.31,31.82,1.2,2.37,3.53,3.24,1.79,0.33,-22.02,-38.56,-13.88,108,上櫃,,,,,,,,,,,,,
6697,東捷資訊,44.94,3480.02,276.59,252.6,18.69,2.04,178.92,19.19,19.02,53.36,1.3,6.73,15.13,25.88,4.92,2.57,-10.36,32.36,-12.20,108,上櫃,,,,,,,,,,,,,
6703,軒郁,23.09,4454.52,421.1,370.47,257.75,7.56,48.28,5.25,69.52,83.00,1.38,14.46,18.59,75.87,10.40,5.17,79.05,99.31,*****,108,上櫃,,,,,,,,,,,,,
6712,長聖,7.12,1218.08,2168.24,2072.82,*****,4.08,89.46,1.16,314.65,0.15,0.01,-10.15,-10.6,-21.36,-870.87,-1.68,0.0,0.0,0.00,108,上櫃,,,,,,,,,,,,,
6716,應廣,29.8,4618.69,396.38,343.3,78.67,4.95,73.73,4.78,76.35,46.63,1.01,13.96,18.05,40.81,13.69,3.57,57.54,119.22,2.29,108,上櫃,,,,,,,,,,,,,
6721,信實,48.85,1175.64,182.46,180.96,35.35,7.90,46.20,*****,*****,65.77,2.96,9.44,18.83,36.5,3.10,2.95,10.95,117.15,-7.13,108,上櫃,,,,,,,,,,,,,
6727,亞泰金屬,63.12,255.72,135.11,61.91,103.30,4.64,78.66,1.11,328.82,4.29,0.58,7.01,21.69,66.59,12.01,5.18,-16.17,48.99,-30.90,108,上櫃,,,,,,,,,,,,,
6728,上洋,49.4,213.55,158.89,40.21,23.51,13.68,26.68,1.59,229.55,3.77,1.31,15.7,30.24,81.34,11.51,7.26,-8.18,-18.17,-6.41,108,上櫃,,,,,,,,,,,,,
6732,昇佳電子,44.03,2140.53,242.74,204.46,2485.45,11.67,31.27,6.77,53.91,67.23,2.12,58.46,110.02,399.16,27.53,35.1,134.26,264.56,77.56,108,上櫃,,,,,,,,,,,,,
6733,博晟生醫,2.96,6773.83,2551.28,2392.55,,9.49,38.46,0.67,544.77,0.13,0.0,-25.93,-26.67,-19.87,-11150.10,-2.01,-9.52,-3.1,-0.30,108,上櫃,,,,,,,,,,,,,
6735,美達科技,18.46,9465.67,525.14,471.75,442.90,5.94,61.44,0.80,456.25,46.47,0.43,13.55,15.94,27.34,31.34,2.15,75.07,257.32,14.94,108,上櫃,,,,,,,,,,,,,
6741,91APP*-KY,54.33,3724.19,175.7,174.98,337.57,30.37,12.01,,,36.31,0.44,6.79,16.81,24.05,15.36,0.96,-21.46,,-23.96,108,上櫃,,,,,,,,,,,,,
6747,亨泰光,16.59,274.48,434.71,404.36,56.45,8.27,44.13,5.44,67.09,1.74,0.66,15.89,19.97,59.98,23.53,5.62,132.02,110.92,10.36,108,上櫃,,,,,,,,,,,,,
6751,智聯服務,68.45,37486.60,149.68,131.91,40.69,2.75,132.72,20.81,17.53,1667.57,1.85,4.81,18.46,31.52,2.53,2.81,-70.54,-310.35,-115.24,108,上櫃,,,,,,,,,,,,,
6752,叡揚,50.73,231.30,138.08,107.51,474.40,6.89,52.97,40.85,8.93,4.30,1.05,9.6,19.47,42.65,9.14,3.66,22.7,277.18,13.28,108,上櫃,,,,,,,,,,,,,
6761,穩得,43.95,863.22,217.63,163.59,9.92,3.43,106.41,4.20,86.90,18.36,1.4,9.07,16.07,44.24,5.88,4.13,39.94,50.18,21.17,108,上櫃,,,,,,,,,,,,,
6762,達亞,32.67,216.96,240.59,204.93,8558.93,7.72,47.27,8.60,42.44,2.05,0.97,24.99,33.65,66.49,25.57,5.58,147.88,91.76,30.49,108,上櫃,,,,,,,,,,,,,
6763,綠界科技,87.57,5373.68,117.04,116.91,12378.66,69.57,5.24,*****,*****,137.13,0.37,6.01,60.04,131.28,16.00,12.48,2.55,159.04,-13.32,108,上櫃,,,,,,,,,,,,,
6767,台微醫,14.68,1056.65,842.08,634.12,12.83,3.45,105.79,0.57,640.35,2.16,0.24,2.46,2.65,2.88,9.47,0.3,-131.28,-90.3,-12.84,108,上櫃,,,,,,,,,,,,,
6788,華景電,27.96,401.07,398.59,295.05,150.61,4.61,79.17,2.12,172.16,4.31,0.89,17.66,23.88,56.94,19.76,4.9,72.75,107.12,9.85,108,上櫃,,,,,,,,,,,,,
6803,崑鼎投控,41.38,273.06,205.0,195.5,3840.38,4.72,77.33,,,2.13,0.57,9.01,16.45,189.98,15.25,12.09,89.84,130.64,8.59,108,上櫃,,,,,,,,,,,,,
7402,邑錡,20.12,3403.80,447.09,213.71,117.35,9.21,39.63,2.85,128.07,62.93,1.4,4.65,7.26,11.92,4.08,1.07,28.22,40.07,-1.63,108,上櫃,,,,,,,,,,,,,
7556,意德士科技,38.58,274.65,300.75,268.2,4392.02,5.80,62.93,6.39,57.12,2.25,0.66,12.18,20.13,49.11,17.93,3.82,43.01,83.79,4.08,108,上櫃,,,,,,,,,,,,,
8024,佑華,11.13,447.21,949.24,806.59,0.00,6.20,58.87,4.27,85.48,3.83,0.76,-2.55,-2.9,-3.97,-3.48,-0.42,69.66,94.96,3.76,108,上櫃,,,,,,,,,,,,,
8027,鈦昇,49.25,403.03,285.06,161.61,-9.85,2.45,148.97,1.80,202.77,3.77,0.64,-3.44,-7.45,-11.47,-5.98,-1.01,52.21,-32.81,10.62,108,上櫃,,,,,,,,,,,,,
8032,光菱,27.51,1773.67,359.26,234.72,3251.40,3.72,98.11,4.39,83.14,34.85,1.4,3.44,4.79,21.6,2.37,1.5,6.67,90.19,-4.05,108,上櫃,,,,,,,,,,,,,
8034,榮群,17.3,18513.41,607.61,463.6,79.84,2.04,178.92,1.39,262.58,109.49,0.56,8.35,9.81,9.79,14.54,0.95,32.39,,6.22,108,上櫃,,,,,,,,,,,,,
8038,長園科,47.88,240.61,397.08,330.59,-3.93,3.82,95.54,2.11,172.98,0.71,0.28,-2.18,-5.63,-5.04,-9.20,-0.51,,0.51,,108,上櫃,,,,,,,,,,,,,
8040,九暘,26.14,308.94,293.5,234.88,154.49,17.70,20.62,4.69,77.82,3.58,0.97,12.99,17.65,21.44,13.25,1.94,22.67,108.65,6.53,108,上櫃,,,,,,,,,,,,,
8042,金山電,48.5,307.35,179.15,124.21,259.23,2.50,146.00,2.47,147.77,2.20,0.49,0.37,0.09,4.03,0.10,0.03,5.12,38.59,-2.60,108,上櫃,,,,,,,,,,,,,
8043,蜜望實,38.24,2109.88,270.67,239.08,932.19,2.20,165.90,7.77,46.97,43.00,1.26,1.83,3.07,13.52,1.45,0.97,16.79,66.89,0.74,108,上櫃,,,,,,,,,,,,,
8044,網家,75.31,1269.32,141.02,116.43,4.62,67.77,5.38,23.19,15.73,66.47,2.55,1.46,3.94,19.8,0.36,1.39,8.62,20.96,12.12,108,上櫃,,,,,,,,,,,,,
8047,星雲,20.5,485.89,359.38,223.75,-16349.00,14.38,25.38,2.36,154.66,6.05,1.01,-3.22,-4.09,-4.74,-3.31,-0.5,-27.97,155.33,-5.19,108,上櫃,,,,,,,,,,,,,
8048,德勝,25.06,398.50,343.81,303.73,7974.64,9.82,37.16,6.84,53.36,4.73,0.95,14.25,19.13,37.42,14.93,3.17,36.02,125.31,-1.50,108,上櫃,,,,,,,,,,,,,
8049,晶采,16.75,714.80,456.64,332.33,84905.84,8.05,45.34,3.89,93.83,7.77,0.98,13.56,16.5,28.25,13.88,2.24,123.44,119.53,4.98,108,上櫃,,,,,,,,,,,,,
8050,廣積,31.4,341.88,130.78,71.69,15.18,5.35,68.22,2.31,158.00,2.86,0.51,3.65,4.77,15.09,6.74,2.12,8.28,52.26,-2.66,108,上櫃,,,,,,,,,,,,,
8054,安國,14.58,5476.13,558.05,504.63,-2555.97,7.76,47.03,3.31,110.27,28.71,0.43,-2.9,-3.39,-9.88,-6.93,-1.4,74.76,80.35,9.45,108,上櫃,,,,,,,,,,,,,
8059,凱碩,36.95,746.86,116.55,101.94,11.94,3.35,108.95,13.47,27.09,10.01,0.84,1.0,1.7,1.19,0.82,0.23,18.1,4.56,10.83,108,上櫃,,,,,,,,,,,,,
8064,東捷,65.63,425.37,141.76,88.67,11.69,2.35,155.31,1.60,228.12,6.61,0.69,3.25,8.56,19.8,4.31,1.3,20.47,62.88,21.58,108,上櫃,,,,,,,,,,,,,
8066,來思達,54.75,2112.93,241.79,235.26,15.65,6.02,60.63,160.28,2.27,137.53,3.4,13.34,26.28,112.97,3.65,6.88,57.52,106.31,10.13,108,上櫃,,,,,,,,,,,,,
8067,志旭,63.04,233.23,164.38,105.56,-6.51,4.78,76.35,1.19,306.72,2.05,0.46,-8.14,-19.87,-17.32,-19.80,1.68,0.0,285.49,0.00,108,上櫃,,,,,,,,,,,,,
8068,全達,46.19,1754.93,132.65,118.12,0.55,4.92,74.18,24.25,15.05,62.76,1.61,-0.19,-1.94,-1.64,-0.54,-0.09,-8.11,47.17,-6.80,108,上櫃,,,,,,,,,,,,,
8069,元太,29.24,778.73,234.98,211.8,46.94,6.32,57.75,3.90,93.58,3.15,0.35,8.03,10.83,31.84,22.67,2.72,34.16,165.17,2.15,108,上櫃,,,,,,,,,,,,,
8071,能率網通,68.61,201.30,113.94,91.89,8.82,5.27,69.25,8.32,43.87,6.15,1.28,3.57,9.28,41.06,2.34,1.35,22.94,118.37,12.30,108,上櫃,,,,,,,,,,,,,
8074,鉅橡,45.65,133.24,123.26,77.88,613.42,2.84,128.52,2.12,172.16,1.19,0.47,2.1,3.58,7.81,3.72,0.62,9.57,66.44,0.44,108,上櫃,,,,,,,,,,,,,
8076,伍豐,35.75,1309.36,204.03,146.63,9.56,3.45,105.79,1.94,188.14,8.39,0.47,4.49,6.44,13.04,8.50,1.03,39.23,213.49,9.03,108,上櫃,,,,,,,,,,,,,
8077,洛碁,70.65,419.33,78.79,76.73,167.03,14.34,25.45,,,0.99,0.21,2.19,3.57,5.37,4.92,0.55,68.14,98.36,10.79,108,上櫃,,,,,,,,,,,,,
8080,永利聯合,91.26,81.23,58.73,49.05,2878.02,0.04,9125.00,0.26,1403.84,0.44,0.04,-6.81,-110.92,-3.15,-176.38,-0.42,-11.74,-71.58,-78.41,108,上櫃,,,,,,,,,,,,,
8083,瑞穎,32.09,138.47,156.61,95.43,11243.00,3.63,100.55,2.80,130.35,1.80,0.86,18.72,27.21,112.87,21.52,9.0,61.89,83.79,2.28,108,上櫃,,,,,,,,,,,,,
8084,巨虹,56.96,571.45,129.96,83.98,-1574.13,4.50,81.11,7.95,45.91,18.32,1.52,-8.98,-18.24,-38.0,-12.41,-3.72,-8.47,52.71,-11.65,108,上櫃,,,,,,,,,,,,,
8085,福華,48.9,385.33,670.02,621.27,-498.00,3.19,114.42,5.79,63.03,1.50,0.3,-3.48,-8.34,-70.0,-13.30,-0.9,-11.06,-149.0,-1.09,108,上櫃,,,,,,,,,,,,,
8086,宏捷科,25.03,237.39,319.15,240.22,347.61,5.70,64.03,4.64,78.66,1.77,0.61,9.98,12.27,30.38,16.28,2.53,50.12,128.91,2.72,108,上櫃,,,,,,,,,,,,,
8087,華鎂鑫,14.78,142.47,455.26,397.67,2.34,3.12,116.98,9.29,39.28,0.38,0.24,0.52,0.38,0.39,1.29,0.04,62.07,217.04,1.99,108,上櫃,,,,,,,,,,,,,
8088,品安,23.76,195.11,267.2,227.59,22504.52,7.57,48.21,11.55,31.60,3.00,1.2,12.45,15.68,30.12,9.26,2.37,113.17,115.65,23.21,108,上櫃,,,,,,,,,,,,,
8089,康全電訊,43.63,2372.86,231.46,158.02,75.26,4.83,75.56,3.41,107.03,56.45,1.44,9.5,18.44,38.98,6.53,3.29,38.3,200.06,17.49,108,上櫃,,,,,,,,,,,,,
8091,翔名,12.58,200.18,614.82,462.18,31037.47,4.57,79.86,2.54,143.70,1.02,0.44,5.38,6.15,42.32,12.18,3.3,84.03,124.06,-2.16,108,上櫃,,,,,,,,,,,,,
8092,建暐,62.0,128.00,121.0,29.0,-390.00,3.54,103.10,0.78,467.94,0.85,0.38,-3.4,-10.04,-8.97,-10.69,-0.9,-4.97,-27.83,-2.24,108,上櫃,,,,,,,,,,,,,
8093,保銳,36.31,194.24,112.14,26.78,-26.47,5.30,68.86,1.45,251.72,2.01,0.65,-13.08,-20.27,-14.11,-20.83,-1.36,-0.77,-27.77,-0.43,108,上櫃,,,,,,,,,,,,,
8096,擎亞,61.16,1809.75,156.03,113.17,1.50,8.27,44.13,12.54,29.10,168.25,3.84,2.85,3.4,7.23,0.35,0.58,6.78,-160.78,11.02,108,上櫃,,,,,,,,,,,,,
8097,常珵,47.76,961.24,72.65,50.88,-7.83,7.16,50.97,2.88,126.73,1.13,0.1,-7.69,-15.3,-18.66,-85.20,-1.87,40.31,22.14,3.94,108,上櫃,,,,,,,,,,,,,
8099,大世科,56.12,1470.32,172.12,113.75,28.44,4.56,80.04,5.06,72.13,31.99,1.47,3.8,8.74,14.22,2.49,1.44,15.71,55.85,10.77,108,上櫃,,,,,,,,,,,,,
8107,大億金茂,29.24,207.42,167.8,110.63,15.71,5.77,63.25,4.38,83.33,0.84,0.36,8.33,11.93,23.65,21.72,2.33,72.92,52.2,5.07,108,上櫃,,,,,,,,,,,,,
8109,博大,51.11,353.05,178.04,158.32,41.10,12.56,29.06,2.14,170.56,3.28,0.4,11.79,23.04,62.61,28.63,5.01,25.17,74.84,3.14,108,上櫃,,,,,,,,,,,,,
8111,立碁,34.16,227.93,189.13,161.33,10.16,3.06,119.28,3.29,110.94,1.32,0.43,4.26,5.92,6.73,9.08,0.62,26.95,210.53,4.64,108,上櫃,,,,,,,,,,,,,
8121,越峰,48.05,179.95,163.97,111.2,-427.75,3.66,99.72,2.19,166.66,1.54,0.59,-3.1,-6.66,-6.05,-6.02,-0.57,36.05,126.11,7.61,108,上櫃,,,,,,,,,,,,,
8147,正淩,27.77,203.74,217.77,180.4,-819.58,3.40,107.35,4.70,77.65,2.29,0.8,-1.0,-1.38,-3.23,-1.25,-0.28,12.48,79.42,2.97,108,上櫃,,,,,,,,,,,,,
8155,博智,36.58,184.14,177.86,146.75,51.64,2.69,135.68,6.51,56.06,2.42,0.82,9.15,13.95,55.15,11.02,4.46,39.86,102.35,2.42,108,上櫃,,,,,,,,,,,,,
8171,天宇,31.65,1286.96,254.49,236.81,-2663.87,4.84,75.41,1.31,278.62,2.09,0.2,30.47,47.11,-16.65,148.67,4.81,-59.13,-674.85,-26.13,108,上櫃,,,,,,,,,,,,,
8176,智捷,34.26,334.72,182.67,117.9,323.09,6.19,58.96,2.50,146.00,4.57,0.93,0.68,0.38,1.92,0.27,0.21,14.4,135.62,4.39,108,上櫃,,,,,,,,,,,,,
8182,加高,34.05,218.70,257.15,205.44,1865.42,3.83,95.30,4.38,83.33,1.69,0.61,3.47,4.9,17.81,5.33,1.3,32.44,89.74,3.61,108,上櫃,,,,,,,,,,,,,
8183,精星,43.06,204.83,161.8,133.22,7.19,2.31,158.00,8.54,42.74,4.08,1.01,5.34,8.56,16.49,4.55,1.35,31.42,72.84,13.47,108,上櫃,,,,,,,,,,,,,
8234,新漢,60.62,176.74,112.39,62.67,11.35,4.22,86.49,2.83,128.97,4.52,1.04,3.75,9.04,20.38,3.15,1.61,10.6,22.12,10.51,108,上櫃,,,,,,,,,,,,,
8240,華宏,53.39,262.07,174.54,138.26,642.00,3.01,121.26,8.13,44.89,5.09,1.19,3.62,6.59,30.7,2.57,2.1,12.91,150.9,4.85,108,上櫃,,,,,,,,,,,,,
8255,朋程,27.3,256.25,271.39,220.97,18.09,5.87,62.18,4.34,84.10,1.65,0.56,5.6,7.95,39.33,9.59,4.11,32.04,94.45,0.10,108,上櫃,,,,,,,,,,,,,
8277,商丞,6.71,253.77,885.06,821.15,-22594.98,23.69,15.40,18.10,20.16,3.26,1.16,-11.09,-11.81,-9.21,-9.56,-1.04,0.0,163.27,0.00,108,上櫃,,,,,,,,,,,,,
8279,生展,22.66,272.69,366.75,279.9,65.94,4.37,83.52,3.88,94.07,2.31,0.8,11.87,15.97,88.65,14.55,7.86,87.22,84.76,9.93,108,上櫃,,,,,,,,,,,,,
8284,三竹,39.64,763.09,217.63,216.37,2729.71,8.04,45.39,6.25,58.40,17.12,1.47,16.1,26.54,54.32,10.95,4.48,62.0,287.37,25.50,108,上櫃,,,,,,,,,,,,,
8289,泰藝,35.29,300.94,251.73,144.57,-176.76,3.96,92.17,1.71,213.45,14.16,3.02,-3.29,-6.08,-7.76,-1.34,-0.28,26.22,78.75,5.46,108,上櫃,,,,,,,,,,,,,
8291,尚茂,63.59,115.16,107.3,75.92,-1658.87,2.89,126.29,3.50,104.28,1.41,0.66,-12.08,-32.38,-10.06,-19.21,-1.01,0.73,-138.18,0.21,108,上櫃,,,,,,,,,,,,,
8299,群聯,24.45,889.10,343.42,216.46,2668.46,8.00,45.62,3.51,103.98,14.25,1.21,12.11,16.21,271.52,10.17,23.05,0.0,83.19,-9.17,108,上櫃,,,,,,,,,,,,,
8342,益張,52.06,133.84,122.55,107.18,21.74,6.36,57.38,9.89,36.90,1.64,0.82,7.4,14.24,37.57,8.65,3.04,-2.09,64.7,,108,上櫃,,,,,,,,,,,,,
8349,恒耀國際,65.18,171.18,125.93,64.99,3.86,5.10,71.56,2.54,143.70,2.37,0.83,2.79,5.51,28.96,2.40,2.16,28.02,79.13,6.88,108,上櫃,,,,,,,,,,,,,
8354,冠好,50.14,118.92,134.48,113.83,8.04,3.46,105.49,2.58,141.47,0.37,0.22,3.18,5.77,13.83,12.79,1.25,10.91,34.03,2.73,108,上櫃,,,,,,,,,,,,,
8358,金居,25.17,275.43,341.46,308.05,25.71,3.69,98.91,8.98,40.64,2.49,0.75,5.83,7.62,20.83,7.41,1.57,44.33,157.7,0.54,108,上櫃,,,,,,,,,,,,,
8383,千附,31.21,214.05,180.72,80.56,130.42,5.68,64.26,,,2.12,0.71,5.84,8.72,30.42,8.13,2.51,9.98,77.05,-4.09,108,上櫃,,,,,,,,,,,,,
8390,金益鼎,39.45,495.54,295.76,178.3,12.49,10.12,36.06,4.22,86.49,7.53,1.24,5.19,7.92,19.71,3.86,1.56,50.75,129.41,14.76,108,上櫃,,,,,,,,,,,,,
8401,白紗科,37.33,161.56,216.15,200.16,8.60,4.28,85.28,19.72,18.50,1.74,0.88,2.23,3.13,6.5,2.21,0.46,754.24,119.58,10.22,108,上櫃,,,,,,,,,,,,,
8403,盛弘,35.92,734.58,177.58,155.31,14.12,3.35,108.95,7.73,47.21,7.50,0.77,4.78,6.81,19.96,5.74,1.91,39.86,51.62,19.54,108,上櫃,,,,,,,,,,,,,
8409,商之器,31.74,172.75,162.34,142.6,-19.51,3.17,115.14,4.74,77.00,1.25,0.53,-3.11,-4.57,-5.94,-6.13,-0.51,22.29,,8.51,108,上櫃,,,,,,,,,,,,,
8410,森田,23.83,277.16,418.31,368.93,41.07,2.20,165.90,5.28,69.12,1.73,0.56,4.89,6.07,29.45,8.45,2.36,63.32,127.54,4.46,108,上櫃,,,,,,,,,,,,,
8415,大國鋼,43.75,924.88,300.5,139.39,5.66,6.05,60.33,1.31,278.62,7.89,0.65,3.46,4.56,10.63,4.32,0.81,11.13,5.73,-7.75,108,上櫃,,,,,,,,,,,,,
8416,實威,21.04,494.40,416.33,379.2,883.55,3.28,111.28,7.11,51.33,5.74,0.93,20.16,25.62,118.88,21.67,9.44,97.56,122.64,3.84,108,上櫃,,,,,,,,,,,,,
8418,捷必勝-KY,67.74,91.64,81.45,34.71,-19.08,3.73,97.85,2.77,131.76,0.80,0.5,-0.38,-7.17,-14.39,-4.67,-1.11,3.86,29.4,1.18,108,上櫃,,,,,,,,,,,,,
8420,明揚,41.71,137.40,154.49,72.03,37.58,8.14,44.84,5.60,65.17,2.36,1.28,9.25,14.76,31.16,7.12,2.53,83.91,95.07,15.21,108,上櫃,,,,,,,,,,,,,
8421,旭源,69.48,162.11,200.33,115.79,0.70,3.61,101.10,3.32,109.93,1.08,0.53,0.56,-1.62,-1.74,-0.88,-0.22,10.82,105.41,2.25,108,上櫃,,,,,,,,,,,,,
8423,保綠-KY,38.49,140.04,241.98,191.57,12.52,7.85,46.49,6.78,53.83,0.99,0.59,5.95,9.11,17.26,9.24,1.39,91.99,128.89,7.79,108,上櫃,,,,,,,,,,,,,
8424,惠普,12.67,147.61,320.12,240.95,593.15,4.01,91.02,6.02,60.63,1.26,0.77,14.92,17.42,62.73,19.19,5.01,221.49,63.97,11.64,108,上櫃,,,,,,,,,,,,,
8426,紅木-KY,50.54,146.86,149.14,91.01,6.75,5.71,63.92,4.85,75.25,2.42,0.9,1.99,3.2,9.03,1.80,0.59,26.72,82.61,9.26,108,上櫃,,,,,,,,,,,,,
8431,匯鑽科,39.71,186.93,138.16,128.34,-7.79,2.27,160.79,34.62,10.54,1.65,0.59,-5.31,-9.56,-22.73,-10.47,-1.85,4.59,26.17,2.79,108,上櫃,,,,,,,,,,,,,
8432,東生華,10.98,4289.66,638.28,576.75,126142.68,4.30,84.88,3.63,100.55,21.24,0.41,6.88,7.6,26.92,16.81,2.22,63.87,77.93,2.13,108,上櫃,,,,,,,,,,,,,
8433,弘帆,50.05,485.77,124.7,120.52,36.76,6.10,59.83,261.53,1.39,12.14,1.09,8.31,16.17,48.41,7.45,4.13,16.74,95.23,3.21,108,上櫃,,,,,,,,,,,,,
8435,鉅邁,21.21,407.96,436.22,398.17,277.41,5.09,71.70,6.81,53.59,4.11,0.81,11.9,15.11,48.91,14.49,3.5,103.22,118.3,7.08,108,上櫃,,,,,,,,,,,,,
8436,大江,33.44,306.98,201.28,157.92,485.56,16.58,22.01,4.64,78.66,4.33,0.91,19.34,31.41,201.08,21.30,17.02,46.82,113.46,9.04,108,上櫃,,,,,,,,,,,,,
8437,大地-KY,27.27,1661.56,256.73,241.29,38.10,5.72,63.81,1.08,337.96,7.33,0.31,20.82,27.67,175.26,64.90,14.86,94.35,98.88,31.57,108,上櫃,,,,,,,,,,,,,
8440,綠電,14.02,185.09,629.85,456.19,28.32,10.08,36.21,9.85,37.05,2.48,1.15,3.15,3.53,6.08,2.64,0.49,44.96,178.56,0.19,108,上櫃,,,,,,,,,,,,,
8444,綠河-KY,69.9,101.84,93.0,75.57,-801.39,19.31,18.90,13.06,27.94,0.45,0.33,-3.43,-12.13,-45.11,-11.38,-4.18,-11.31,25.63,-3.50,108,上櫃,,,,,,,,,,,,,
8446,華研,48.95,24747.64,97.14,95.1,100.66,15.77,23.14,0.34,1073.52,230.18,0.59,21.53,40.59,124.28,36.02,10.22,79.06,146.02,68.49,108,上櫃,,,,,,,,,,,,,
8450,霹靂,14.79,657.56,757.95,615.43,-75.16,3.74,97.59,1.55,235.48,2.42,0.32,-3.2,-3.79,-12.28,-10.22,-1.16,2.88,65.78,-1.98,108,上櫃,,,,,,,,,,,,,
8455,大拓-KY,60.53,190.10,137.55,123.02,7.40,3.25,112.30,12.33,29.60,4.55,1.31,1.87,4.02,28.5,1.13,2.56,26.51,202.67,13.70,108,上櫃,,,,,,,,,,,,,
8472,夠麻吉,52.22,24482.47,153.53,133.4,92.00,51.50,7.08,,,613.02,1.82,2.97,6.1,24.17,7.89,1.85,10.33,98.17,8.89,108,上櫃,,,,,,,,,,,,,
8476,台境,60.61,181.65,125.66,64.87,-5.85,5.42,67.34,,,0.96,0.36,-12.55,-37.39,-27.38,-39.18,-3.85,1.11,,0.55,108,上櫃,,,,,,,,,,,,,
8477,創業家,52.62,12654.98,193.3,190.63,374.46,47.10,7.74,813.07,0.44,876.99,4.73,3.97,8.82,22.14,0.84,1.53,0.39,293.04,-6.83,108,上櫃,,,,,,,,,,,,,
8489,三貝德,43.31,769.87,192.48,187.2,68.96,7.17,50.90,1.69,215.97,14.30,0.93,10.75,23.91,66.41,12.30,2.94,22.25,290.01,9.06,108,上櫃,,,,,,,,,,,,,
8905,裕國,40.68,274.34,188.73,38.91,1045.12,8.76,41.66,1.22,299.18,2.53,0.68,3.32,4.38,12.57,4.42,1.02,-51.09,31.86,-27.49,108,上櫃,,,,,,,,,,,,,
8906,花王,50.17,76.39,82.35,73.43,469.38,2.72,134.19,13.35,27.34,0.40,0.27,1.91,2.84,2.97,5.15,0.31,2.79,,,108,上櫃,,,,,,,,,,,,,
8908,欣雄,54.11,106.43,94.64,79.58,110.44,13.00,28.07,43.13,8.46,2.60,1.63,7.99,17.11,27.87,4.86,2.23,40.42,101.39,10.63,108,上櫃,,,,,,,,,,,,,
