,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註,sid
1336,6228　全譜,TW0006228000,2003/01/21,上櫃,電腦週邊,ESVUFR,,6228
1337,6229　研通,TW0006229008,2003/01/14,上櫃,半導體,ESVUFR,,6229
1338,6230　尼得科超眾,TW0006230006,2010/09/16,上市,電腦週邊,ESVUFR,,6230
1339,6231　系微,TW0006231004,2003/01/23,上櫃,資訊服務,ESVUFR,,6231
1340,6233　旺玖,TW0006233000,2003/02/20,上櫃,半導體,ESVUFR,,6233
1341,6234　高僑,TW0006234008,2003/03/12,上櫃,光電,ESVUFR,,6234
1342,6235　華孚,TW0006235005,2004/08/23,上市,電腦週邊,ESVUFR,,6235
1343,6236　康呈,TW0006236003,2003/03/31,上櫃,其他,ESVUFR,,6236
1344,6237　驊訊,TW0006237001,2003/04/21,上櫃,半導體,ESVUFR,,6237
1345,6239　力成,TW0006239007,2004/11/08,上市,半導體,ESVUFR,,6239
1346,6240　松崗,TW0006240005,2003/05/30,上櫃,其他,ESVUFR,,6240
1347,6241　易通展,TW0006241003,2003/04/08,上櫃,通信網路,ESVUFR,,6241
1348,6242　立康,TW0006242001,2003/04/23,上櫃,生技醫療,ESVUFR,,6242
1349,6243　迅杰,TW0006243009,2009/12/17,上市,半導體,ESVUFR,,6243
1350,6244　茂迪,TW0006244007,2003/05/15,上櫃,光電,ESVUFR,,6244
1351,6245　立端,TW0006245004,2003/05/19,上櫃,通信網路,ESVUFR,,6245
1352,6246　臺龍,TW0006246002,2003/06/18,上櫃,光電,ESVUFR,,6246
1353,6247　淇譽電,TW0006247000,2003/07/04,上櫃,其他電子,ESVUFR,,6247
1354,6248　沛波,TW0006248008,2003/09/03,上櫃,鋼鐵,ESVUFR,,6248
1355,6257　矽格,TW0006257009,2003/08/25,上市,半導體,ESVUFR,,6257
1356,6259　百徽,TW0006259005,2003/09/17,上櫃,電子零組件,ESVUFR,,6259
1357,6261　久元,TW0006261001,2004/03/29,上櫃,半導體,ESVUFR,,6261
1358,6263　普萊德,TW0006263007,2003/09/17,上櫃,通信網路,ESVUFR,,6263
1359,6264　富裔,TW0006264005,2004/02/24,上櫃,建材營造,ESVUFR,,6264
1360,6265　方土昶,TW0006265002,2003/10/24,上櫃,電子通路,ESVUFR,,6265
1361,6266　泰詠,TW0006266000,2004/04/29,上櫃,電子零組件,ESVUFR,,6266
1362,6269　台郡,TW0006269004,2003/09/23,上市,電子零組件,ESVUFR,,6269
1363,6270　倍微,TW0006270002,2003/09/17,上櫃,電子通路,ESVUFR,,6270
1364,6271　同欣電,TW0006271000,2007/11/16,上市,半導體,ESVUFR,,6271
1365,6274　台燿,TW0006274004,2003/12/18,上櫃,電子零組件,ESVUFR,,6274
1366,6275　元山,TW0006275001,2004/12/23,上櫃,電子零組件,ESVUFR,,6275
1367,6276　安鈦克,TW0006276009,2003/10/30,上櫃,電腦週邊,ESVUFR,,6276
1368,6277　宏正,TW0006277007,2003/10/30,上市,電腦週邊,ESVUFR,,6277
1369,6278　台表科,TW0006278005,2010/08/24,上市,光電,ESVUFR,,6278
1370,6279　胡連,TW0006279003,2003/11/26,上櫃,電子零組件,ESVUFR,,6279
1371,6281　全國電,TW0006281009,2005/12/08,上市,電子通路,ESVUFR,,6281
1372,6282　康舒,TW0006282007,2003/09/08,上市,電子零組件,ESVUFR,,6282
1373,6283　淳安,TW0006283005,2008/01/21,上市,其他電子,ESVUFR,,6283
1374,6284　佳邦,TW0006284003,2004/06/29,上櫃,電子零組件,ESVUFR,,6284
1375,6285　啟碁,TW0006285000,2003/09/22,上市,通信網路,ESVUFR,,6285
1376,6287　元隆,TW0006287006,2003/10/02,上櫃,半導體,ESVUFR,,6287
1377,6288　聯嘉,TW0006288004,2018/05/09,上市,汽車,ESVUFR,,6288
1378,6290　良維,TW0006290000,2005/06/03,上櫃,電子零組件,ESVUFR,,6290
1379,6291　沛亨,TW0006291008,2004/01/28,上櫃,半導體,ESVUFR,,6291
1380,6292　迅德,TW0006292006,2003/11/26,上櫃,電子零組件,ESVUFR,,6292
1381,6294　智基,TW0006294002,2004/01/13,上櫃,文化創意,ESVUFR,,6294
1382,6404　通訊-KY,KYG211281061,2014/07/23,上櫃,資訊服務,ESVUFR,,6404
1383,6405　悅城,TW0006405004,2013/11/28,上市,光電,ESVUFR,,6405
1384,6409　旭隼,TW0006409006,2014/03/31,上市,其他電子,ESVUFR,,6409
1385,6411　晶焱,TW0006411002,2014/03/11,上櫃,半導體,ESVUFR,,6411
1386,6412　群電,TW0006412000,2013/11/08,上市,電子零組件,ESVUFR,,6412
1387,6414　樺漢,TW0006414006,2014/03/28,上市,電腦週邊,ESVUFR,,6414
1388,6415　矽力*-KY,KYG8190F1028,2013/12/12,上市,半導體,ESVUFR,,6415
1389,6416　瑞祺電通,TW0006416001,2018/04/16,上市,通信網路,ESVUFR,,6416
1390,6417　韋僑,TW0006417009,2015/10/08,上櫃,通信網路,ESVUFR,,6417
1391,6418　詠昇,TW0006418007,2019/02/18,上櫃,電子零組件,ESVUFR,,6418
1392,6419　京晨科,TW0006419005,2014/12/29,上櫃,光電,ESVUFR,,6419
1393,6425　易發,TW0006425002,2019/01/18,上櫃,電機機械,ESVUFR,,6425
1394,6426　統新,TW0006426000,2021/03/24,上市,通信網路,ESVUFR,,6426
1395,6431　光麗-KY,KYG532651075,2014/12/04,上市,生技醫療,ESVUFR,,6431
1396,6432　今展科,TW0006432008,2015/05/20,上櫃,電子零組件,ESVUFR,,6432
1397,6435　大中,TW0006435001,2016/01/07,上櫃,半導體,ESVUFR,,6435
1398,6438　迅得,TW0006438005,2021/01/19,上市,其他電子,ESVUFR,,6438
1399,6441　廣錠,TW0006441009,2017/09/27,上櫃,電腦週邊,ESVUFR,,6441
1400,6442　光聖,TW0006442007,2015/07/14,上市,通信網路,ESVUFR,,6442
1401,6443　元晶,TW0006443005,2015/10/01,上市,光電,ESVUFR,,6443
1402,6446　藥華藥,TW0006446008,2016/07/19,上櫃,生技醫療,ESVUFR,,6446
1403,6449　鈺邦,TW0006449002,2014/12/09,上市,電子零組件,ESVUFR,,6449
1404,6451　訊芯-KY,KYG811801045,2015/01/26,上市,半導體,ESVUFR,,6451
1405,6456　GIS-KY,KYG3808R1011,2015/06/12,上市,光電,ESVUFR,,6456
1406,6457　紘康,TW0006457005,2015/06/12,上櫃,半導體,ESVUFR,,6457
1407,6461　益得,TW0006461007,2018/03/28,上櫃,生技醫療,ESVUFR,,6461
1408,6462　神盾,TW0006462005,2015/12/23,上櫃,半導體,ESVUFR,,6462
1409,6464　台數科,TW0006464001,2015/12/16,上市,其他,ESVUFR,,6464
1410,6465　威潤,TW0006465008,2015/11/20,上櫃,通信網路,ESVUFR,,6465
1411,6469　大樹,TW0006469000,2016/03/30,上櫃,生技醫療,ESVUFR,,6469
1412,6470　宇智,TW0006470008,2015/11/03,上櫃,通信網路,ESVUFR,,6470
1413,6472　保瑞,TW0006472004,2017/04/19,上櫃,生技醫療,ESVUFR,,6472
1414,6477　安集,TW0006477003,2016/06/21,上市,光電,ESVUFR,,6477
1415,6482　弘煜科,TW0006482003,2016/06/13,上櫃,文化創意,ESVUFR,,6482
1416,6485　點序,TW0006485006,2015/11/17,上櫃,半導體,ESVUFR,,6485
1417,6486　互動,TW0006486004,2016/09/13,上櫃,通信網路,ESVUFR,,6486
1418,6488　環球晶,TW0006488000,2015/09/25,上櫃,半導體,ESVUFR,,6488
1419,6491　晶碩,TW0006491004,2019/10/07,上市,生技醫療,ESVUFR,,6491
1420,6492　生華科,TW0006492002,2017/04/24,上櫃,生技醫療,ESVUFR,,6492
1421,6494　九齊,TW0006494008,2016/05/09,上櫃,半導體,ESVUFR,,6494
1422,6496　科懋,TW0006496003,2016/01/07,上櫃,生技醫療,ESVUFR,,6496
1423,6499　益安,TW0006499007,2016/07/27,上櫃,生技醫療,ESVUFR,,6499
1424,6504　南六,TW0006504004,2013/05/07,上市,其他,ESVUFR,,6504
1425,6505　台塑化,TW0006505001,2003/12/26,上市,油電燃氣,ESVUFR,,6505
1426,6506　雙邦,TW0006506009,2011/05/03,上櫃,紡織纖維,ESVUFR,,6506
1427,6508　惠光,TW0006508005,2004/03/22,上櫃,農科技,ESVUFR,,6508
1428,6509　聚和,TW0006509003,2004/04/12,上櫃,化學,ESVUFR,,6509
1429,6510　精測,TW0006510001,2016/03/24,上櫃,半導體,ESVUFR,,6510
1430,6512　啟發電,TW0006512007,2016/03/25,上櫃,其他電子,ESVUFR,,6512
1431,6514　芮特-KY,KYG734231080,2015/12/02,上櫃,通信網路,ESVUFR,,6514
1432,6515　穎崴,TW0006515000,2021/01/20,上市,半導體,ESVUFR,,6515
1433,6516　勤崴國際,TW0006516008,2019/05/06,上櫃,資訊服務,ESVUFR,,6516
1434,6523　達爾膚,TW0006523004,2016/06/16,上櫃,生技醫療,ESVUFR,,6523
1435,6525　捷敏-KY,KYG3790U1040,2016/04/12,上市,半導體,ESVUFR,,6525
1436,6527　明達醫,TW0006527005,2019/12/25,上櫃,生技醫療,ESVUFR,,6527
1437,6530　創威,TW0006530009,2018/01/23,上櫃,通信網路,ESVUFR,,6530
1438,6531　愛普*,TW0006531007,2016/05/31,上市,半導體,ESVUFR,,6531
1439,6532　瑞耘,TW0006532005,2016/09/26,上櫃,半導體,ESVUFR,,6532
1440,6533　晶心科,TW0006533003,2017/03/14,上市,半導體,ESVUFR,,6533
1441,6535　順藥,TW0006535008,2016/09/26,上櫃,生技醫療,ESVUFR,,6535
1442,6538　倉和,TW0006538002,2016/10/21,上櫃,電子零組件,ESVUFR,,6538
1443,6541　泰福-KY,KYG8676P1037,2017/10/26,上市,生技醫療,ESVUFR,,6541
1444,6542　隆中,TW0006542004,2016/09/08,上櫃,文化創意,ESVUFR,,6542
1445,6546　正基,TW0006546005,2022/05/24,上櫃,通信網路,ESVUFR,,6546
1446,6547　高端疫苗,TW0006547003,2018/04/17,上櫃,生技醫療,ESVUFR,,6547
1447,6548　長科*,TW0006548001,2016/09/13,上櫃,半導體,ESVUFR,,6548
1448,6550　北極星藥業-KY,KYG7171A1085,2022/06/06,上市,生技醫療,ESVUFR,,6550
1449,6552　易華電,TW0006552003,2017/01/10,上市,半導體,ESVUFR,,6552
1450,6556　勝品,TW0006556004,2017/10/31,上櫃,光電,ESVUFR,,6556
1451,6558　興能高,TW0006558000,2018/12/05,上市,其他電子,ESVUFR,,6558
1452,6560　欣普羅,TW0006560006,2017/01/24,上櫃,光電,ESVUFR,,6560
1453,6561　是方,TW0006561004,2018/06/05,上櫃,通信網路,ESVUFR,,6561
1454,6568　宏觀,TW0006568009,2016/12/28,上櫃,半導體,ESVUFR,,6568
1455,6569　醫揚,TW0006569007,2016/12/21,上櫃,生技醫療,ESVUFR,,6569
1456,6570　維田,TW0006570005,2017/12/11,上櫃,電腦週邊,ESVUFR,,6570
1457,6573　虹揚-KY,KYG4712A1013,2017/09/26,上市,半導體,ESVUFR,,6573
1458,6574　霈方,TW0006574007,2017/09/04,上櫃,生技醫療,ESVUFR,,6574
1459,6576　逸達,TW0006576002,2018/06/29,上櫃,生技醫療,ESVUFR,,6576
1460,6577　勁豐,TW0006577000,2017/03/21,上櫃,電腦週邊,ESVUFR,,6577
1461,6578　達邦蛋白,TW0006578008,2018/09/18,上櫃,農科技,ESVUFR,,6578
1462,6579　研揚,TW0006579006,2017/08/21,上市,電腦週邊,ESVUFR,,6579
1463,6581　鋼聯,TW0006581002,2018/01/30,上市,其他,ESVUFR,,6581
1464,6582　申豐,TW0006582000,2017/06/14,上市,橡膠,ESVUFR,,6582
1465,6585　鼎基,TW0006585003,2022/05/20,上市,其他,ESVUFR,,6585
1466,6588　東典光電,TW0006588007,2020/07/01,上櫃,通信網路,ESVUFR,,6588
1467,6589　台康生技,TW0006589005,2019/06/28,上櫃,生技醫療,ESVUFR,,6589
1468,6590　普鴻,TW0006590003,2018/12/24,上櫃,資訊服務,ESVUFR,,6590
1469,6591　動力-KY,KYG8587R1074,2017/12/28,上市,電腦週邊,ESVUFR,,6591
1470,6592　和潤企業,TW0006592009,2019/12/09,上市,其他,ESVUFR,,6592
1471,6593　台灣銘板,TW0006593007,2017/11/03,上櫃,資訊服務,ESVUFR,,6593
1472,6594　展匯科,TW0006594005,2017/04/28,上櫃,半導體,ESVUFR,,6594
1473,6596　寬宏藝術,TW0006596000,2018/01/04,上櫃,文化創意,ESVUFR,,6596
1474,6598　ABC-KY,KYG0488D1051,2020/06/09,上市,生技醫療,ESVUFR,,6598
1475,6603　富強鑫,TW0006603004,2004/04/05,上櫃,電機機械,ESVUFR,,6603
1476,6605　帝寶,TW0006605009,2004/03/17,上市,汽車,ESVUFR,,6605
1477,6609　瀧澤科,TW0006609001,2003/09/23,上櫃,電機機械,ESVUFR,,6609
1478,6612　奈米醫材,TW0006612005,2018/07/18,上櫃,生技醫療,ESVUFR,,6612
1479,6613　朋億*,TW0006613003,2017/12/28,上櫃,其他電子,ESVUFR,,6613
1480,6615　慧智,TW0006615008,2018/01/22,上櫃,生技醫療,ESVUFR,,6615
1481,6616　特昇-KY,KYG870931030,2018/01/10,上櫃,其他,ESVUFR,,6616
1482,6624　萬年清,TW0006624000,2019/05/28,上櫃,其他,ESVUFR,,6624
1483,6625　必應,TW0006625007,2018/02/07,上市,其他,ESVUFR,,6625
1484,6629　泰金-KY,KYG877791072,2019/06/06,上櫃,其他,ESVUFR,,6629
1485,6640　均華,TW0006640006,2018/10/23,上櫃,半導體,ESVUFR,,6640
1486,6641　基士德-KY,KYG416551045,2018/09/21,上市,其他,ESVUFR,,6641
1487,6642　富致,TW0006642002,2019/09/23,上櫃,電子零組件,ESVUFR,,6642
1488,6643　M31,TW0006643000,2019/01/23,上櫃,半導體,ESVUFR,,6643
1489,6649　台生材,TW0006649007,2019/06/05,上櫃,生技醫療,ESVUFR,,6649
1490,6651　全宇昕,TW0006651003,2021/02/01,上櫃,半導體,ESVUFR,,6651
1491,6654　天正國際,TW0006654007,2018/10/23,上櫃,其他電子,ESVUFR,,6654
1492,6655　科定,TW0006655004,2018/11/28,上市,其他,ESVUFR,,6655
1493,6661　威健生技,TW0006661002,2021/01/27,上櫃,生技醫療,ESVUFR,,6661
1494,6662　樂斯科,TW0006662000,2019/03/26,上櫃,生技醫療,ESVUFR,,6662
1495,6664　群翊,TW0006664006,2018/09/12,上櫃,電子零組件,ESVUFR,,6664
1496,6666　羅麗芬-KY,KYG569831020,2018/11/19,上市,生技醫療,ESVUFR,,6666
1497,6667　信紘科,TW0006667009,2018/11/13,上櫃,其他電子,ESVUFR,,6667
1498,6668　中揚光,TW0006668007,2018/12/12,上市,光電,ESVUFR,,6668
1499,6669　緯穎,TW0006669005,2019/03/27,上市,電腦週邊,ESVUFR,,6669
1500,6670　復盛應用,TW0006670003,2018/12/18,上市,其他,ESVUFR,,6670
1501,6671　三能-KY,KYG7806W1033,2018/12/11,上市,其他,ESVUFR,,6671
1502,6672　騰輝電子-KY,KYG9353A1040,2019/04/17,上市,電子零組件,ESVUFR,,6672
1503,6674　鋐寶科技,TW0006674005,2018/11/28,上市,通信網路,ESVUFR,,6674
1504,6679　鈺太,TW0006679004,2019/05/09,上櫃,半導體,ESVUFR,,6679
1505,6680　鑫創電子,TW0006680002,2019/09/16,上櫃,電腦週邊,ESVUFR,,6680
1506,6683　雍智科技,TW0006683006,2019/04/23,上櫃,半導體,ESVUFR,,6683
1507,6684　安格,TW0006684004,2021/08/11,上櫃,半導體,ESVUFR,,6684
1508,6689　伊雲谷,TW0006689003,2022/09/13,上市,其他電子,ESVUFR,,6689
1509,6690　安碁資訊,TW0006690001,2019/10/30,上櫃,資訊服務,ESVUFR,,6690
1510,6691　洋基工程,TW0006691009,2022/01/03,上市,其他電子,ESVUFR,,6691
1511,6693　廣閎科,TW0006693005,2022/03/01,上櫃,半導體,ESVUFR,,6693
1512,6695　芯鼎,TW0006695000,2022/11/04,上市,半導體,ESVUFR,,6695
1513,6697　東捷資訊,TW0006697006,2019/12/26,上櫃,資訊服務,ESVUFR,,6697
1514,6698　旭暉應材,TW0006698004,2019/11/25,上市,其他電子,ESVUFR,,6698
1515,6703　軒郁,TW0006703002,2020/10/20,上櫃,生技醫療,ESVUFR,,6703
1516,6706　惠特,TW0006706005,2019/12/19,上市,光電,ESVUFR,,6706
1517,6712　長聖,TW0006712003,2021/01/08,上櫃,生技醫療,ESVUFR,,6712
1518,6715　嘉基,TW0006715006,2019/12/12,上市,電子零組件,ESVUFR,,6715
1519,6716　應廣,TW0006716004,2020/03/27,上櫃,半導體,ESVUFR,,6716
1520,6719　力智,TW0006719008,2022/01/13,上市,半導體,ESVUFR,,6719
1521,6721　信實,TW0006721004,2022/04/29,上櫃,其他,ESVUFR,,6721
1522,6727　亞泰金屬,TW0006727001,2020/12/01,上櫃,電子零組件,ESVUFR,,6727
1523,6728　上洋,TW0006728009,2020/12/25,上櫃,貿易百貨,ESVUFR,,6728
1524,6732　昇佳電子,TW0006732001,2020/06/08,上櫃,半導體,ESVUFR,,6732
1525,6733　博晟生醫,TW0006733009,2021/01/28,上櫃,生技醫療,ESVUFR,,6733
1526,6735　美達科技,TW0006735004,2022/04/29,上櫃,其他電子,ESVUFR,,6735
1527,6741　91APP*-KY,KYG6525T1022,2021/05/25,上櫃,電子商務,ESVUFR,,6741
1528,6743　安普新,TW0006743008,2020/12/14,上市,其他電子,ESVUFR,,6743
1529,6747　亨泰光,TW0006747009,2021/01/19,上櫃,生技醫療,ESVUFR,,6747
1530,6751　智聯服務,TW0006751001,2020/12/25,上櫃,資訊服務,ESVUFR,,6751
1531,6752　叡揚,TW0006752009,2020/12/10,上櫃,資訊服務,ESVUFR,,6752
1532,6754　匯僑設計,TW0006754005,2020/08/25,上市,其他,ESVUFR,,6754
1533,6756　威鋒電子,TW0006756000,2020/12/24,上市,半導體,ESVUFR,,6756
1534,6761　穩得,TW0006761000,2021/11/08,上櫃,電子零組件,ESVUFR,,6761
1535,6762　達亞,TW0006762008,2020/12/18,上櫃,生技醫療,ESVUFR,,6762
1536,6763　綠界科技,TW0006763006,2022/03/15,上櫃,電子商務,ESVUFR,,6763
1537,6767　台微醫,TW0006767007,2021/01/25,上櫃,生技醫療,ESVUFR,,6767
1538,6768　志強-KY,KYG8368S1003,2021/04/22,上市,其他,ESVUFR,,6768
1539,6770　力積電,TW0006770001,2021/12/06,上市,半導體,ESVUFR,,6770
1540,6776　展碁國際,TW0006776008,2021/03/31,上市,電子通路,ESVUFR,,6776
1541,6781　AES-KY,KYG0097V1086,2021/03/22,上市,電子零組件,ESVUFR,,6781
1542,6782　視陽,TW0006782006,2022/11/28,上市,生技醫療,ESVUFR,,6782
1543,6788　華景電,TW0006788003,2021/09/29,上櫃,半導體,ESVUFR,,6788
1544,6789　采鈺,TW0006789001,2022/06/30,上市,半導體,ESVUFR,,6789
1545,6790　永豐實,TW0006790009,2021/09/29,上市,造紙,ESVUFR,,6790
1546,6791　虎門科技,TW0006791007,2022/11/14,上櫃,資訊服務,ESVUFR,,6791
1547,6792　詠業,TW0006792005,2021/12/08,上市,通信網路,ESVUFR,,6792
1548,6796　晉弘,TW0006796006,2022/06/01,上市,生技醫療,ESVUFR,,6796
1549,6799　來頡,TW0006799000,2022/05/12,上市,半導體,ESVUFR,,6799
1550,6803　崑鼎,TW0006803000,2010/05/27,上櫃,其他,ESVUFR,,6803
1551,6804　明係,TW0006804008,2022/03/31,上櫃,其他,ESVUFR,,6804
1552,6806　森崴能源,TW0006806003,2021/11/15,上市,其他,ESVUFR,,6806
1553,6807　峰源-KY,KYG3425A1013,2022/04/25,上市,其他,ESVUFR,,6807
1554,6811　宏碁資訊,TW0006811003,2022/08/09,上櫃,資訊服務,ESVUFR,,6811
1555,6823　濾能,TW0006823008,2022/06/30,上櫃,半導體,ESVUFR,,6823
1556,6829　千附精密,TW0006829005,2022/03/11,上櫃,電機機械,ESVUFR,,6829
1557,6830　汎銓,TW0006830003,2022/08/31,上市,其他電子,ESVUFR,,6830
1558,6834　天二科技,TW0006834005,2022/09/01,上市,電子零組件,ESVUFR,,6834
1559,6835　圓裕,TW0006835002,2022/11/10,上市,電子零組件,ESVUFR,,6835
1560,6843　進典,TW0006843006,2022/11/21,上櫃,電機機械,ESVUFR,,6843
1561,6854　錼創科技-KY創,KYG7148D1025,2022/08/18,上市臺灣創新板,半導體,ESVUFR,,6854
1562,6855　數泓科,TW0006855000,2022/10/06,上櫃,其他電子,ESVUFR,,6855
1563,6859　伯特光,TW0006859002,2022/11/28,上櫃,光電,ESVUFR,,6859
1564,7402　邑錡,TW0007402000,2015/12/29,上櫃,光電,ESVUFR,,7402
1565,7556　意德士,TW0007556B10,2020/10/30,上櫃,半導體,ESVUFR,,7556
1566,8011　台通,TW0008011008,2011/09/19,上市,通信網路,ESVUFR,,8011
1567,8016　矽創,TW0008016007,2003/12/25,上市,半導體,ESVUFR,,8016
1568,8021　尖點,TW0008021007,2008/01/21,上市,其他電子,ESVUFR,,8021
1569,8024　佑華,TW0008024001,2006/09/25,上櫃,半導體,ESVUFR,,8024
1570,8027　鈦昇,TW0008027004,2015/06/09,上櫃,電機機械,ESVUFR,,8027
1571,8028　昇陽半導體,TW0008028002,2018/07/10,上市,半導體,ESVUFR,,8028
1572,8032　光菱,TW0008032004,2003/10/02,上櫃,電子通路,ESVUFR,,8032
1573,8033　雷虎,TW0008033002,2007/06/21,上市,其他,ESVUFR,,8033
1574,8034　榮群,TW0008034000,2004/05/06,上櫃,通信網路,ESVUFR,,8034
1575,8038　長園科,TW0008038001,2013/11/21,上櫃,電子零組件,ESVUFR,,8038
1576,8039　台虹,TW0008039009,2009/12/17,上市,電子零組件,ESVUFR,,8039
1577,8040　九暘,TW0008040007,2007/04/30,上櫃,半導體,ESVUFR,,8040
1578,8042　金山電,TW0008042003,2004/03/22,上櫃,電子零組件,ESVUFR,,8042
1579,8043　蜜望實,TW0008043001,2003/10/24,上櫃,電子零組件,ESVUFR,,8043
1580,8044　網家,TW0008044009,2005/01/24,上櫃,電子商務,ESVUFR,,8044
1581,8046　南電,TW0008046004,2006/04/07,上市,電子零組件,ESVUFR,,8046
1582,8047　星雲,TW0008047002,2004/02/09,上櫃,其他電子,ESVUFR,,8047
1583,8048　德勝,TW0008048000,2009/09/08,上櫃,通信網路,ESVUFR,,8048
1584,8049　晶采,TW0008049008,2004/02/02,上櫃,光電,ESVUFR,,8049
1585,8050　廣積,TW0008050006,2003/10/24,上櫃,電腦週邊,ESVUFR,,8050
1586,8054　安國,TW0008054008,2004/11/08,上櫃,半導體,ESVUFR,,8054
1587,8059　凱碩,TW0008059007,2010/03/16,上櫃,通信網路,ESVUFR,,8059
1588,8064　東捷,TW0008064007,2006/09/25,上櫃,光電,ESVUFR,,8064
1589,8066　來思達,TW0008066002,2004/12/24,上櫃,貿易百貨,ESVUFR,,8066
1590,8067　志旭,TW0008067000,2004/04/23,上櫃,電子通路,ESVUFR,,8067
1591,8068　全達,TW0008068008,2004/03/25,上櫃,電子通路,ESVUFR,,8068
1592,8069　元太,TW0008069006,2004/03/30,上櫃,光電,ESVUFR,,8069
1593,8070　長華*,TW0008070004,2007/12/31,上市,電子通路,ESVUFR,,8070
1594,8071　能率網通,TW0008071002,2003/12/29,上櫃,電子零組件,ESVUFR,,8071
1595,8072　陞泰,TW0008072000,2005/08/19,上市,電子通路,ESVUFR,,8072
1596,8074　鉅橡,TW0008074006,2004/01/27,上櫃,電子零組件,ESVUFR,,8074
1597,8076　伍豐,TW0008076001,2003/12/15,上櫃,電腦週邊,ESVUFR,,8076
1598,8077　洛碁,TW0008077009,2004/12/06,上櫃,觀光,ESVUFR,,8077
1599,8080　永利聯合,TW0008080003,2021/04/07,上櫃,建材營造,ESVUFR,,8080
1600,8081　致新,TW0008081001,2008/12/30,上市,半導體,ESVUFR,,8081
1601,8083　瑞穎,TW0008083007,2004/09/23,上櫃,電機機械,ESVUFR,,8083
1602,8084　巨虹,TW0008084005,2004/03/08,上櫃,電子通路,ESVUFR,,8084
1603,8085　福華,TW0008085002,2004/03/01,上櫃,其他電子,ESVUFR,,8085
1604,8086　宏捷科,TW0008086000,2009/06/01,上櫃,半導體,ESVUFR,,8086
1605,8087　華鎂鑫,TW0008087008,2004/02/25,上櫃,光電,ESVUFR,,8087
1606,8088　品安,TW0008088006,2004/02/27,上櫃,半導體,ESVUFR,,8088
1607,8089　康全電訊,TW0008089004,2020/09/23,上櫃,通信網路,ESVUFR,,8089
1608,8091　翔名,TW0008091000,2004/06/24,上櫃,電子零組件,ESVUFR,,8091
1609,8092　建暐,TW0008092008,2004/02/02,上櫃,其他電子,ESVUFR,,8092
1610,8093　保銳,TW0008093006,2004/12/31,上櫃,電子零組件,ESVUFR,,8093
1611,8096　擎亞,TW0008096009,2004/07/15,上櫃,電子通路,ESVUFR,,8096
1612,8097　常珵,TW0008097007,2004/03/01,上櫃,通信網路,ESVUFR,,8097
1613,8099　大世科,TW0008099003,2004/03/29,上櫃,資訊服務,ESVUFR,,8099
1614,8101　華冠,TW0008101007,2004/07/01,上市,通信網路,ESVUFR,,8101
1615,8103　瀚荃,TW0008103003,2009/09/29,上市,電子零組件,ESVUFR,,8103
1616,8104　錸寶,TW0008104001,2019/01/17,上市,光電,ESVUFR,,8104
1617,8105　凌巨,TW0008105008,2006/12/27,上市,光電,ESVUFR,,8105
1618,8107　大億金茂,TW0008107004,2005/11/15,上櫃,電機機械,ESVUFR,,8107
1619,8109　博大,TW0008109000,2005/03/22,上櫃,電子零組件,ESVUFR,,8109
1620,8110　華東,TW0008110008,2007/10/31,上市,半導體,ESVUFR,,8110
1621,8111　立碁,TW0008111006,2004/02/09,上櫃,光電,ESVUFR,,8111
1622,8112　至上,TW0008112004,2007/12/31,上市,電子通路,ESVUFR,,8112
1623,8114　振樺電,TW0008114000,2012/11/26,上市,電腦週邊,ESVUFR,,8114
1624,8121　越峰,TW0008121005,2005/02/17,上櫃,電子零組件,ESVUFR,,8121
1625,8131　福懋科,TW0008131004,2007/11/29,上市,半導體,ESVUFR,,8131
1626,8147　正淩,TW0008147000,2013/04/30,上櫃,電子零組件,ESVUFR,,8147
1627,8150　南茂,TW0008150004,2014/04/11,上市,半導體,ESVUFR,,8150
1628,8155　博智,TW0008155003,2012/12/18,上櫃,電子零組件,ESVUFR,,8155
1629,8163　達方,TW0008163007,2007/11/28,上市,電腦週邊,ESVUFR,,8163
1630,8171　天宇,TW0008171000,2011/12/19,上櫃,通信網路,ESVUFR,,8171
1631,8176　智捷,TW0008176009,2013/06/25,上櫃,通信網路,ESVUFR,,8176
1632,8182　加高,TW0008182007,2006/05/25,上櫃,電子零組件,ESVUFR,,8182
1633,8183　精星,TW0008183005,2005/03/30,上櫃,其他電子,ESVUFR,,8183
1634,8201　無敵,TW0008201005,2007/10/29,上市,其他電子,ESVUFR,,8201
1635,8210　勤誠,TW0008210006,2011/12/01,上市,電腦週邊,ESVUFR,,8210
1636,8213　志超,TW0008213000,2009/12/25,上市,電子零組件,ESVUFR,,8213
1637,8215　明基材,TW0008215005,2010/11/12,上市,光電,ESVUFR,,8215
1638,8222　寶一,TW0008222001,2015/01/27,上市,電機機械,ESVUFR,,8222
1639,8234　新漢,TW0008234006,2007/06/07,上櫃,電腦週邊,ESVUFR,,8234
1640,8240　華宏,TW0008240003,2005/06/23,上櫃,光電,ESVUFR,,8240
1641,8249　菱光,TW0008249004,2005/05/17,上市,電子零組件,ESVUFR,,8249
1642,8255　朋程,TW0008255001,2006/04/25,上櫃,電機機械,ESVUFR,,8255
1643,8261　富鼎,TW0008261009,2009/12/11,上市,半導體,ESVUFR,,8261
1644,8271　宇瞻,TW0008271008,2010/12/29,上市,半導體,ESVUFR,,8271
