,sid,sid_name,股價,大盤領先指標,產業領先指標,勝率(%)_營收,合理價差(%)_營收,相關性_營收,勝率(%)_EPS,合理價差(%)_EPS,相關性_EPS,勝率(%)_殖利率,合理價差(%)_殖利率,相關性_殖利率,date,耗時(秒),策略_營收,策略_EPS,策略_殖利率
1328,1538,正峰,6.4,不佳,極佳,49,-51,高度相關 0.82,,,,,,,2022-12-02,49,1,0,0
1329,3483,力致,58.3,不佳,極佳,49,-12,高度相關 0.76,,,,,,,2022-12-02,48,1,0,0
1330,8928,鉅明,38.2,不佳,極佳,,,低度相關 0.36,39,-11,中度相關 0.55,41,-11,中度相關 0.55,2022-12-02,44,0,1,1
1331,3529,力旺,1535,不佳,極佳,45,-9,中度相關 0.69,39,-26,中度相關 0.56,41,-26,中度相關 0.55,2022-12-02,49,0,1,1
1332,2905,三商,16.1,不佳,極佳,,,低度相關 0.06,,,,42,-2,中度相關 0.6,2022-12-02,49,0,0,1
1333,5227,立凱-KY,76.5,不佳,極佳,49,-36,高度相關 0.75,,,,0,0,,2022-12-02,49,1,0,0
1334,5498,凱崴,10,不佳,極佳,49,-18,中度相關 0.54,,,,,,,2022-12-02,49,1,0,0
1335,8040,九暘,59.2,不佳,極佳,49,-28,中度相關 0.56,,,,,,,2022-12-02,56,1,0,0
1336,8182,加高,32.2,不佳,極佳,40,99,低度相關 0.49,39,-32,中度相關 0.57,41,-32,中度相關 0.58,2022-12-02,79,0,1,1
1337,2388,威盛,75,不佳,極佳,45,-3,中度相關 0.61,,,,,,,2022-12-02,49,1,0,0
1338,5222,全訊,139,不佳,極佳,45,-7,中度相關 0.67,0,0,,0,0,,2022-12-02,44,1,0,0
1339,1210,大成,44.75,不佳,佳,42,-20,中度相關 0.58,48,34,中度相關 0.69,48,16,高度相關 0.88,2022-12-02,45,1,0,0
1340,6538,倉和,76,不佳,極佳,49,-37,高度相關 0.81,,,,0,0,高度相關 0.76,2022-12-02,46,1,0,0
1341,6257,矽格,50.5,不佳,極佳,45,-4,高度相關 0.88,39,-18,中度相關 0.58,41,-18,中度相關 0.65,2022-12-02,41,0,1,1
1342,1264,德麥,251.5,不佳,佳,42,-13,中度相關 0.65,41,-12,高度相關 0.76,,,中度相關 0.63,2022-12-02,49,1,1,0
1343,1535,中宇,42.95,不佳,極佳,,,低度相關 0.02,39,-10,中度相關 0.62,41,-10,中度相關 0.57,2022-12-02,44,0,1,1
1344,4401,東隆興,26.5,不佳,極佳,,,低度相關 0.13,39,-30,中度相關 0.61,41,-31,中度相關 0.6,2022-12-02,44,0,1,1
1345,1256,鮮活果汁-KY,258,不佳,佳,49,-6,中度相關 0.67,42,4,中度相關 0.74,47,-1,中度相關 0.73,2022-12-02,44,1,1,1
1346,4968,立積,130.5,不佳,極佳,49,0,高度相關 0.75,,,,41,7,中度相關 0.64,2022-12-02,45,0,0,0
1347,2436,偉詮電,48.65,不佳,極佳,40,42,高度相關 0.79,,,低度相關 0.47,41,-16,中度相關 0.5,2022-12-02,45,0,0,1
1348,8213,志超,36.75,不佳,極佳,,,低度相關 0.45,39,-15,中度相關 0.67,41,-15,中度相關 0.67,2022-12-02,45,0,1,1
1349,1558,伸興,117,不佳,極佳,,,低度相關 0.15,39,-7,中度相關 0.58,42,-9,中度相關 0.59,2022-12-02,50,0,1,1
1350,8420,明揚,72.2,不佳,極佳,40,15,高度相關 0.86,,,,41,-12,高度相關 0.91,2022-12-02,46,0,0,1
1351,5274,信驊,2280,不佳,極佳,49,-17,中度相關 0.72,39,-37,中度相關 0.66,41,-35,中度相關 0.72,2022-12-02,45,1,1,1
1352,6259,百徽,22.35,不佳,極佳,49,-33,中度相關 0.56,,,,0,0,,2022-12-02,48,1,0,0
1353,6415,矽力*-KY,544,不佳,極佳,49,-21,高度相關 0.75,,,低度相關 0.48,,,低度相關 0.4,2022-12-02,47,1,0,0
1354,9951,皇田,63.9,不佳,極佳,,,低度相關 0.01,39,-11,中度相關 0.51,,,低度相關 0.49,2022-12-02,45,0,1,0
1355,1219,福壽,19.35,不佳,佳,42,-12,中度相關 0.54,,,,41,-5,中度相關 0.51,2022-12-02,49,1,0,1
1356,3338,泰碩,35.65,不佳,極佳,49,-26,中度相關 0.59,,,,,,,2022-12-02,48,1,0,0
1357,6224,聚鼎,58.8,不佳,極佳,0,0,中度相關 0.56,,,低度相關 0.39,,,低度相關 0.35,2022-12-02,44,1,0,0
1358,3016,嘉晶,81.6,不佳,極佳,49,-10,中度相關 0.65,,,,,,,2022-12-02,49,1,0,0
1359,6203,海韻電,52,不佳,極佳,40,21,高度相關 0.9,39,-17,中度相關 0.7,41,-14,中度相關 0.73,2022-12-02,42,0,1,1
1360,3015,全漢,38.7,不佳,極佳,,,低度相關 0.49,,,,41,-11,中度相關 0.57,2022-12-02,48,0,0,1
1361,8027,鈦昇,56.8,不佳,極佳,49,-12,中度相關 0.54,,,,,,低度相關 0.39,2022-12-02,47,1,0,0
1362,8390,金益鼎,33.2,不佳,極佳,,,低度相關 0.02,39,-32,中度相關 0.52,,,,2022-12-02,47,0,1,0
1363,1584,精剛,24,不佳,極佳,40,22,中度相關 0.55,,,,,,,2022-12-02,55,0,0,0
1364,2344,華邦電,22,不佳,極佳,45,-7,中度相關 0.66,,,,,,,2022-12-02,56,1,0,0
1365,3023,信邦,272,不佳,極佳,49,-14,高度相關 0.94,39,-10,高度相關 0.92,42,-7,高度相關 0.93,2022-12-02,42,1,1,0
1366,6488,環球晶,489,不佳,極佳,49,-25,中度相關 0.5,,,低度相關 0.13,0,0,低度相關 0.23,2022-12-02,46,1,0,0
1367,5209,新鼎,76,不佳,極佳,49,-13,高度相關 0.81,39,-3,高度相關 0.76,42,-3,高度相關 0.75,2022-12-02,41,1,0,0
1368,3492,長盛,19.15,不佳,極佳,49,-14,中度相關 0.58,,,低度相關 0.3,,,低度相關 0,2022-12-02,44,1,0,0
1369,1590,亞德客-KY,984,不佳,極佳,49,9,高度相關 0.88,41,5,中度相關 0.51,,,低度相關 0.38,2022-12-02,44,0,0,0
1370,9933,中鼎,41.8,不佳,極佳,,,低度相關 0.09,39,-8,中度相關 0.66,42,-9,中度相關 0.66,2022-12-02,46,0,1,1
1371,6104,創惟,107,不佳,極佳,40,107,高度相關 0.88,39,-34,中度相關 0.54,41,-33,中度相關 0.54,2022-12-02,46,0,1,1
1372,5288,豐祥-KY,172,不佳,極佳,49,-12,中度相關 0.72,39,-12,中度相關 0.63,41,3,低度相關 0.37,2022-12-02,45,1,1,0
1373,3526,凡甲,132,不佳,極佳,49,6,中度相關 0.53,39,-21,高度相關 0.76,41,-21,高度相關 0.76,2022-12-02,42,0,1,1
1374,2235,謚源,50.1,不佳,極佳,,,低度相關 0.35,39,-19,高度相關 0.79,41,-26,中度相關 0.73,2022-12-02,43,0,1,1
1375,6191,精成科,30.3,不佳,極佳,40,33,中度相關 0.63,39,-16,中度相關 0.67,41,-15,低度相關 0.37,2022-12-02,41,0,1,1
1376,3484,崧騰,47.15,不佳,極佳,45,-10,中度相關 0.72,39,-29,中度相關 0.55,41,-29,中度相關 0.55,2022-12-02,41,0,1,1
1377,5291,邑昇,35.35,不佳,極佳,49,7,高度相關 0.85,,,,41,-16,中度相關 0.51,2022-12-02,45,0,0,1
1378,6203,海韻電,54,不佳,極佳,40,21,高度相關 0.9,39,-15,中度相關 0.7,41,-12,中度相關 0.73,2022-12-05,47,0,1,1
1379,2348,海悅,66,不佳,極佳,45,-8,高度相關 0.89,39,0,高度相關 0.88,42,-1,中度相關 0.56,2022-12-05,41,1,1,1
1380,8420,明揚,74,不佳,極佳,40,16,高度相關 0.86,,,,41,-11,高度相關 0.91,2022-12-05,45,0,0,1
1381,9911,櫻花,62.9,不佳,極佳,45,-1,高度相關 0.75,39,-10,高度相關 0.84,41,-10,高度相關 0.81,2022-12-05,44,0,1,1
1382,3492,長盛,19.05,不佳,極佳,49,-14,中度相關 0.58,,,低度相關 0.3,,,低度相關 0,2022-12-05,47,1,0,0
1383,5288,豐祥-KY,176,不佳,極佳,49,-9,中度相關 0.72,39,-9,中度相關 0.63,41,6,低度相關 0.38,2022-12-05,45,1,1,0
1384,5871,中租-KY,212,不佳,極佳,49,-13,高度相關 0.84,39,-3,中度相關 0.52,42,-3,中度相關 0.56,2022-12-05,45,1,0,0
1385,4991,環宇-KY,39.8,不佳,極佳,49,-18,中度相關 0.6,45,19,,,,,2022-12-05,48,1,0,0
1386,2458,義隆,92.1,不佳,極佳,40,22,高度相關 0.93,39,-33,中度相關 0.65,41,-36,中度相關 0.57,2022-12-05,46,0,1,1
1387,9951,皇田,64.1,不佳,極佳,,,低度相關 0.01,39,-9,中度相關 0.51,,,低度相關 0.49,2022-12-05,50,0,1,0
1388,8182,加高,32.2,不佳,極佳,40,98,低度相關 0.49,39,-32,中度相關 0.57,41,-32,中度相關 0.58,2022-12-05,45,0,1,1
1389,1538,正峰,6.06,不佳,極佳,49,-55,高度相關 0.82,,,,,,,2022-12-05,53,1,0,0
1390,4535,至興,38.25,不佳,極佳,49,-11,高度相關 0.77,41,-1,中度相關 0.72,42,-3,中度相關 0.74,2022-12-05,46,1,0,0
1391,6415,矽力*-KY,569,不佳,極佳,49,-20,高度相關 0.75,,,低度相關 0.47,,,低度相關 0.4,2022-12-05,48,1,0,0
1392,3016,嘉晶,82,不佳,極佳,49,-10,中度相關 0.65,,,,,,,2022-12-05,53,1,0,0
1393,5209,新鼎,76,不佳,極佳,49,-13,高度相關 0.81,39,-3,高度相關 0.76,42,-3,高度相關 0.76,2022-12-05,49,1,0,0
1394,2476,鉅祥,49.75,不佳,極佳,45,-10,高度相關 0.82,,,低度相關 0.39,,,低度相關 0.38,2022-12-05,57,1,0,0
1395,3260,威剛,63.7,不佳,極佳,49,-12,中度相關 0.66,,,,,,,2022-12-05,50,1,0,0
1396,2303,聯電,45.4,不佳,極佳,49,-27,中度相關 0.59,,,低度相關 0.4,,,低度相關 0.42,2022-12-05,50,1,0,0
1397,3317,尼克森,57.2,不佳,極佳,,,低度相關 0.38,,,低度相關 0.35,41,-22,低度相關 0.03,2022-12-05,51,0,0,1
1398,6275,元山,27.7,不佳,極佳,49,6,中度相關 0.72,,,,41,-20,,2022-12-05,48,0,0,1
1399,1535,中宇,43.05,不佳,極佳,,,低度相關 0.02,39,-10,中度相關 0.62,41,-10,中度相關 0.57,2022-12-05,46,0,1,1
1400,2383,台光電,191.5,不佳,極佳,45,0,高度相關 0.8,39,-11,中度相關 0.65,41,-11,中度相關 0.64,2022-12-05,44,0,1,1
1401,5285,界霖,68.7,不佳,極佳,49,-20,高度相關 0.78,,,低度相關 0,,,低度相關 0.01,2022-12-05,48,1,0,0
1402,6509,聚和,43.1,不佳,佳,42,-13,中度相關 0.6,41,-26,中度相關 0.63,37,-25,中度相關 0.6,2022-12-05,45,0,0,0
1403,3686,達能,12.85,不佳,極佳,49,-24,中度相關 0.59,,,,,,,2022-12-05,54,1,0,0
1404,8390,金益鼎,34.4,不佳,極佳,,,低度相關 0.02,39,-31,中度相關 0.52,,,,2022-12-05,54,0,1,0
1405,1451,年興,21.8,不佳,極佳,49,-12,中度相關 0.67,,,,,,,2022-12-05,54,1,0,0
1406,6287,元隆,27.45,不佳,極佳,45,-6,中度相關 0.54,,,,0,0,,2022-12-05,53,1,0,0
1407,6488,環球晶,485.5,不佳,極佳,49,-25,中度相關 0.5,,,低度相關 0.13,0,0,低度相關 0.23,2022-12-05,54,1,0,0
1408,6259,百徽,23.5,不佳,極佳,49,-33,中度相關 0.55,,,,0,0,,2022-12-05,51,1,0,0
1409,9802,鈺齊-KY,154,不佳,極佳,49,-21,中度相關 0.63,,,低度相關 0.4,,,低度相關 0.3,2022-12-05,49,1,0,0
1410,2338,光罩,97.1,不佳,極佳,49,7,高度相關 0.78,,,,46,11,中度相關 0.74,2022-12-05,51,1,0,0
1411,6224,聚鼎,58.9,不佳,極佳,49,-37,中度相關 0.56,,,低度相關 0.39,,,低度相關 0.35,2022-12-05,56,1,0,0
1412,8155,博智,125,不佳,極佳,49,-12,高度相關 0.76,,,低度相關 0.16,,,低度相關 0.17,2022-12-05,58,1,0,0
1413,3169,亞信,121.5,不佳,極佳,45,-6,高度相關 0.86,,,低度相關 0.49,41,-34,中度相關 0.51,2022-12-05,52,0,0,1
1414,5345,天揚,5.8,不適用,不適用,,,低度相關 0.49,,,,,,,2022-12-05,55,1,0,0
1415,8028,昇陽半導體,63.9,不佳,極佳,49,-13,高度相關 0.76,,,低度相關 0.01,,,低度相關 0.23,2022-12-05,48,1,0,0
1416,3465,進泰電子,86.1,不佳,極佳,45,-3,高度相關 0.78,,,,,,,2022-12-05,51,1,0,0
1417,9940,信義,28.95,不佳,極佳,,,低度相關 0.21,39,-7,中度相關 0.55,,,低度相關 0.19,2022-12-05,59,0,0,0
1418,5471,松翰,52.2,不佳,極佳,40,100,高度相關 0.75,39,-22,中度相關 0.74,41,-22,高度相關 0.75,2022-12-05,47,0,1,1
1419,3357,臺慶科,85.4,不佳,極佳,49,4,高度相關 0.88,,,,41,-36,中度相關 0.53,2022-12-05,53,0,0,1
1420,2428,興勤,125,不適用,不適用,49,-20,中度相關 0.72,39,-20,中度相關 0.5,,,低度相關 0.49,2022-12-05,67,1,1,0
1421,2436,偉詮電,48.85,不佳,極佳,40,43,高度相關 0.79,,,低度相關 0.47,41,-16,中度相關 0.5,2022-12-05,57,0,0,1
1422,3189,景碩,138.5,不佳,極佳,49,-17,中度相關 0.61,,,,,,,2022-12-05,75,1,0,0
1423,2235,謚源,49.8,不佳,極佳,,,低度相關 0.35,39,-20,高度相關 0.79,41,-26,中度相關 0.73,2022-12-05,73,0,1,1
1424,4401,東隆興,26.5,不佳,極佳,,,低度相關 0.13,39,-30,中度相關 0.61,41,-30,中度相關 0.59,2022-12-05,73,0,1,1
1425,8213,志超,37,不佳,極佳,,,低度相關 0.45,39,-14,中度相關 0.66,41,-14,中度相關 0.67,2022-12-05,77,0,1,1
1426,1513,中興電,64.8,不佳,極佳,40,32,中度相關 0.71,41,4,中度相關 0.68,41,5,中度相關 0.69,2022-12-05,73,0,0,0
1427,3556,禾瑞亞,58.5,不佳,極佳,40,33,中度相關 0.7,39,-13,中度相關 0.5,41,-14,中度相關 0.54,2022-12-05,44,0,1,1
1428,6208,日揚,50.3,不佳,極佳,45,-9,高度相關 0.86,39,-9,中度相關 0.63,42,-9,中度相關 0.65,2022-12-05,47,0,0,1
1429,3338,泰碩,36,不佳,極佳,49,-25,中度相關 0.59,,,,,,,2022-12-05,52,1,0,0
1430,1599,宏佳騰,41.85,不佳,極佳,,,低度相關 0.41,39,-10,中度相關 0.54,,,低度相關 0.31,2022-12-05,51,0,1,0
1431,8938,明安,103,不佳,極佳,40,11,高度相關 0.84,39,-11,高度相關 0.79,42,-2,高度相關 0.76,2022-12-05,47,0,1,0
1432,6533,晶心科,530,不佳,極佳,49,-12,中度相關 0.69,,,,0,0,,2022-12-05,58,1,0,0
1433,6803,崑鼎,249.5,不佳,極佳,45,-2,中度相關 0.72,39,-8,高度相關 0.78,42,-8,中度相關 0.74,2022-12-05,46,0,1,1
1434,5222,全訊,152.5,不佳,極佳,45,-6,中度相關 0.67,0,0,,0,0,,2022-12-05,47,1,0,0
1435,2493,揚博,42.95,不佳,極佳,49,6,中度相關 0.74,39,-16,中度相關 0.52,41,-18,中度相關 0.56,2022-12-05,45,0,1,1
1436,4205,中華食,100.5,不佳,佳,42,-26,高度相關 0.81,34,-6,高度相關 0.77,41,0,高度相關 0.75,2022-12-05,46,1,1,0
1437,3005,神基,42.9,不適用,不適用,,,低度相關 0.49,,,低度相關 0.09,,,低度相關 0.05,2022-12-05,50,1,0,0
1438,5227,立凱-KY,75.6,不佳,極佳,49,-35,高度相關 0.75,,,,0,0,,2022-12-05,48,1,0,0
1439,4558,寶緯,23.45,不佳,極佳,49,-21,高度相關 0.8,0,0,,0,0,,2022-12-05,48,1,0,0
1440,2330,台積電,489,不佳,極佳,49,-27,中度相關 0.63,,,低度相關 0.49,41,-29,中度相關 0.59,2022-12-05,52,1,0,1
1441,5498,凱崴,10.1,不佳,極佳,49,-17,中度相關 0.54,,,,,,,2022-12-05,50,1,0,0
1442,2481,強茂,66,不佳,極佳,,,低度相關 0.3,,,,41,-22,,2022-12-05,56,0,0,1
1443,8066,來思達,27.5,不佳,極佳,,,低度相關 0.23,39,-12,中度相關 0.73,41,-17,中度相關 0.72,2022-12-05,47,0,1,1
1444,3597,映興,25.85,不佳,極佳,49,-20,中度相關 0.65,,,,41,-16,低度相關 0.14,2022-12-05,57,1,0,1
1445,2395,研華,330,不佳,極佳,49,-15,中度相關 0.6,,,低度相關 0.22,,,低度相關 0.37,2022-12-05,53,1,0,0
1446,8027,鈦昇,56.7,不佳,極佳,49,-13,中度相關 0.54,,,,,,低度相關 0.39,2022-12-05,50,1,0,0
1447,3675,德微,193,不佳,極佳,45,-1,中度相關 0.72,,,低度相關 0.49,41,-37,低度相關 0.49,2022-12-05,52,0,0,1
1448,2357,華碩,283,不佳,極佳,49,-12,中度相關 0.65,,,低度相關 0.44,,,低度相關 0.44,2022-12-05,62,1,0,0
1449,3483,力致,59.4,不佳,極佳,45,-9,高度相關 0.76,,,,,,,2022-12-05,62,1,0,0
1450,3529,力旺,1480,不佳,極佳,49,-11,中度相關 0.69,39,-28,中度相關 0.56,41,-28,中度相關 0.55,2022-12-05,53,0,1,1
1451,1580,新麥,89.8,不佳,極佳,,,低度相關 0.44,39,-13,高度相關 0.76,41,-18,中度相關 0.6,2022-12-05,49,0,1,1
1452,2929,淘帝-KY,12.5,不佳,極佳,49,-32,中度相關 0.68,,,,,,,2022-12-05,53,1,0,0
1453,3021,鴻名,21.2,不佳,極佳,45,-7,中度相關 0.7,,,低度相關 0.26,,,,2022-12-05,50,1,0,0
1454,5306,桂盟,157.5,不佳,極佳,49,-10,中度相關 0.71,,,低度相關 0.39,,,低度相關 0.34,2022-12-05,52,1,0,0
1455,1210,大成,44.85,不佳,佳,42,-19,中度相關 0.58,48,34,中度相關 0.69,48,17,高度相關 0.88,2022-12-05,49,1,0,0
1456,3042,晶技,85.8,不佳,極佳,40,15,高度相關 0.92,39,-22,中度相關 0.54,41,-22,中度相關 0.56,2022-12-05,48,0,1,1
1457,6182,合晶,47.7,不佳,極佳,49,-33,中度相關 0.62,,,,,,低度相關 0.47,2022-12-05,52,1,0,0
1458,4919,新唐,127,不佳,極佳,40,16,中度相關 0.65,39,-25,中度相關 0.6,,,,2022-12-05,51,0,1,0
1459,3484,崧騰,47.9,不佳,極佳,45,-8,中度相關 0.72,39,-28,中度相關 0.55,41,-28,中度相關 0.55,2022-12-05,45,0,1,1
1460,6197,佳必琪,39.4,不佳,極佳,,,低度相關 0,,,低度相關 0.36,41,-13,中度相關 0.51,2022-12-05,48,0,0,1
1461,6129,普誠,34.8,不佳,極佳,45,-5,中度相關 0.74,,,,,,,2022-12-05,51,1,0,0
1462,1584,精剛,24.55,不佳,極佳,40,22,中度相關 0.55,,,,,,,2022-12-05,51,0,0,0
1463,2379,瑞昱,322.5,不佳,極佳,49,-26,高度相關 0.81,,,低度相關 0.48,,,低度相關 0.49,2022-12-05,53,1,0,0
1464,3023,信邦,275.5,不佳,極佳,49,-13,高度相關 0.94,39,-9,高度相關 0.92,42,-5,高度相關 0.93,2022-12-05,46,1,0,0
1465,4927,泰鼎-KY,61,不佳,極佳,49,-10,中度相關 0.6,39,-19,中度相關 0.58,41,-18,,2022-12-05,49,1,1,1
1466,8924,大田,121,不佳,極佳,40,31,高度相關 0.77,,,,41,-21,低度相關 0.01,2022-12-05,55,0,0,1
1467,8928,鉅明,38.3,不佳,極佳,,,低度相關 0.36,39,-9,中度相關 0.55,42,-9,中度相關 0.55,2022-12-05,53,0,1,1
1468,4966,譜瑞-KY,834,不佳,極佳,45,-2,中度相關 0.73,,,低度相關 0.46,,,低度相關 0.41,2022-12-05,55,0,0,0
1469,1590,亞德客-KY,971,不佳,極佳,49,8,高度相關 0.88,41,4,中度相關 0.51,,,低度相關 0.38,2022-12-05,47,0,0,0
1470,1232,大統益,149,不佳,佳,42,-16,中度相關 0.54,34,-8,高度相關 0.81,41,-7,高度相關 0.85,2022-12-05,48,1,1,1
1471,3217,優群,86.8,不佳,極佳,40,25,高度相關 0.87,39,-17,中度相關 0.66,41,-16,中度相關 0.66,2022-12-05,56,0,1,1
1472,2640,大車隊,84.8,不佳,極佳,45,-8,中度相關 0.64,,,低度相關 0.43,41,1,中度相關 0.65,2022-12-05,47,0,0,0
1473,3078,僑威,28.45,不佳,極佳,49,1,高度相關 0.75,39,-12,中度相關 0.54,42,-6,中度相關 0.52,2022-12-05,51,0,1,0
1474,3035,智原,178,不佳,極佳,45,-9,高度相關 0.75,,,低度相關 0.38,,,低度相關 0.35,2022-12-05,54,1,0,0
1475,4426,利勤,26,不佳,極佳,49,-24,中度相關 0.65,,,,41,10,,2022-12-05,51,1,0,0
1476,9929,秋雨,8.5,不佳,極佳,49,-41,中度相關 0.59,,,,,,,2022-12-05,51,1,0,0
1477,6485,點序,77.5,不佳,極佳,45,-11,高度相關 0.75,,,,0,0,,2022-12-05,52,1,0,0
1478,8210,勤誠,75.6,不佳,極佳,,,低度相關 0.32,,,低度相關 0.49,42,-8,中度相關 0.54,2022-12-05,55,0,0,1
1479,8040,九暘,61.7,不佳,極佳,49,-24,中度相關 0.56,,,,,,,2022-12-05,51,1,0,0
1480,6104,創惟,109.5,不佳,極佳,40,126,高度相關 0.88,39,-28,中度相關 0.54,41,-27,中度相關 0.54,2022-12-05,44,0,1,1
1481,6139,亞翔,36.75,不適用,不適用,,,低度相關 0.07,,,低度相關 0.06,,,低度相關 0.08,2022-12-05,55,0,0,0
1482,8931,大汽電,39.75,不佳,極佳,45,-2,中度相關 0.5,45,12,高度相關 0.79,46,12,中度相關 0.74,2022-12-05,48,0,0,0
1483,5903,全家,191,不佳,極佳,,,低度相關 0.2,39,-1,高度相關 0.77,41,4,高度相關 0.81,2022-12-05,48,0,1,0
1484,3707,漢磊,103,不佳,極佳,49,-14,中度相關 0.7,,,,0,0,,2022-12-05,52,1,0,0
1485,5356,協益,20.7,不佳,極佳,49,-19,高度相關 0.8,,,,46,25,中度相關 0.67,2022-12-05,48,1,0,0
1486,1256,鮮活果汁-KY,268.5,不佳,佳,50,-2,中度相關 0.67,42,8,中度相關 0.74,47,3,中度相關 0.73,2022-12-05,46,1,1,1
1487,5291,邑昇,35.45,不佳,極佳,49,8,高度相關 0.85,,,,41,-15,中度相關 0.51,2022-12-05,51,0,0,1
1488,3030,德律,66.6,不佳,不佳,32,15,中度相關 0.66,,,低度相關 0.38,,,低度相關 0.36,2022-12-05,50,0,0,0
1489,2351,順德,110,不佳,極佳,49,-11,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-12-05,51,1,0,0
1490,5269,祥碩,773,不佳,極佳,49,-11,高度相關 0.77,39,-49,中度相關 0.59,41,-48,中度相關 0.62,2022-12-05,48,0,1,1
1491,3037,欣興,166,不佳,極佳,49,-16,高度相關 0.76,39,-34,中度相關 0.57,41,-34,中度相關 0.58,2022-12-05,45,1,1,1
1492,4968,立積,131,不佳,極佳,49,1,高度相關 0.75,,,,41,7,中度相關 0.64,2022-12-05,47,0,0,0
1493,3426,台興,38,不佳,極佳,49,-12,低度相關 0.49,39,-7,高度相關 0.86,,,低度相關 0,2022-12-05,47,1,0,0
1494,4510,高鋒,10.6,不佳,極佳,49,-26,中度相關 0.56,,,,42,-4,,2022-12-05,49,1,0,0
1495,3653,健策,411,不佳,極佳,49,-15,高度相關 0.89,39,-13,高度相關 0.92,41,-12,高度相關 0.93,2022-12-05,51,1,1,1
1496,2905,三商,16.05,不佳,極佳,,,低度相關 0.06,,,,42,-3,中度相關 0.6,2022-12-05,50,0,0,1
1497,6538,倉和,74.3,不佳,極佳,49,-38,高度相關 0.81,,,,0,0,高度相關 0.76,2022-12-05,47,1,0,0
1498,3661,世芯-KY,909,不佳,極佳,49,-22,高度相關 0.81,39,-14,高度相關 0.75,41,-17,中度相關 0.64,2022-12-05,45,1,1,1
1499,1220,台榮,15.25,不佳,佳,,,低度相關 0.47,42,8,高度相關 0.83,47,8,高度相關 0.82,2022-12-05,48,0,0,0
1500,3416,融程電,83.2,不佳,極佳,45,-1,高度相關 0.82,39,-2,高度相關 0.83,42,-2,高度相關 0.84,2022-12-05,45,0,0,0
1501,3014,聯陽,72.7,不佳,極佳,40,53,高度相關 0.94,39,-22,中度相關 0.62,41,-22,中度相關 0.62,2022-12-05,44,0,1,1
1502,5604,中連,51.5,不佳,極佳,49,-19,中度相關 0.61,,,,42,0,中度相關 0.51,2022-12-05,47,1,0,0
1503,3557,嘉威,50.2,不佳,極佳,49,-10,中度相關 0.73,,,,,,,2022-12-05,54,1,0,0
1504,6191,精成科,30.1,不佳,極佳,40,32,中度相關 0.63,39,-16,中度相關 0.67,41,-15,低度相關 0.37,2022-12-05,45,0,1,1
1505,3548,兆利,63.2,不佳,極佳,,,低度相關 0.15,,,低度相關 0.32,41,-12,中度相關 0.54,2022-12-05,48,0,0,1
1506,3015,全漢,38.95,不佳,極佳,,,低度相關 0.49,,,,41,-10,中度相關 0.57,2022-12-05,55,0,0,1
1507,8046,南電,310.5,不佳,極佳,49,-33,高度相關 0.76,,,,,,低度相關 0.06,2022-12-05,49,1,0,0
1508,1516,川飛,21.65,不佳,極佳,,,低度相關 0.41,39,-12,中度相關 0.52,,,,2022-12-05,65,0,1,0
1509,3605,宏致,34.85,不佳,極佳,45,-4,中度相關 0.57,39,-19,中度相關 0.61,41,-18,中度相關 0.61,2022-12-05,49,0,1,1
1510,3646,艾恩特,23.55,不佳,極佳,,,低度相關 0.44,39,-11,中度相關 0.59,42,-10,中度相關 0.57,2022-12-05,46,0,1,1
1511,5907,大洋-KY,15.45,不佳,極佳,,,低度相關 0.46,,,,41,-17,,2022-12-05,51,0,0,1
1512,2344,華邦電,22.1,不佳,極佳,45,-7,中度相關 0.66,,,,,,,2022-12-05,50,1,0,0
1513,2345,智邦,258,不佳,不佳,31,-19,中度相關 0.73,0,0,高度相關 0.81,27,-22,高度相關 0.83,2022-12-05,43,0,0,0
1514,5439,高技,48.5,不佳,極佳,49,-14,中度相關 0.7,,,低度相關 0.36,,,低度相關 0.41,2022-12-05,50,1,0,0
1515,8081,致新,151.5,不佳,極佳,40,15,高度相關 0.9,39,-34,中度相關 0.51,41,-34,中度相關 0.53,2022-12-05,49,0,1,1
1516,1514,亞力,30.75,不佳,極佳,49,-18,中度相關 0.72,41,8,高度相關 0.84,46,16,高度相關 0.76,2022-12-05,47,1,0,0
1517,3526,凡甲,130.5,不佳,極佳,49,9,中度相關 0.53,,,,41,-19,高度相關 0.76,2022-12-05,54,0,1,1
1518,1558,伸興,119,不佳,極佳,,,低度相關 0.15,39,-6,中度相關 0.58,42,-7,中度相關 0.59,2022-12-05,47,0,1,1
1519,3017,奇鋐,127,不佳,極佳,40,17,高度相關 0.87,39,-2,高度相關 0.87,41,-11,高度相關 0.86,2022-12-05,47,0,1,1
1520,2388,威盛,73.6,不佳,極佳,45,-5,中度相關 0.61,,,,,,,2022-12-05,50,1,0,0
1521,4552,力達-KY,29.3,不佳,極佳,0,0,中度相關 0.74,39,-16,高度相關 0.78,0,0,低度相關 0.07,2022-12-05,46,0,1,0
1522,4967,十銓,31.5,不佳,極佳,49,-24,中度相關 0.58,,,,41,-23,,2022-12-05,49,1,0,1
1523,5274,信驊,2135,不佳,極佳,49,-20,中度相關 0.72,39,-38,中度相關 0.66,41,-36,中度相關 0.72,2022-12-05,45,1,1,1
1524,1264,德麥,255.5,不佳,佳,42,-12,中度相關 0.65,41,-11,高度相關 0.76,,,中度相關 0.63,2022-12-05,48,1,1,0
