,sid,sid_name,股價,大盤領先指標,產業領先指標,勝率(%)_營收,合理價差(%)_營收,相關性_營收,勝率(%)_EPS,合理價差(%)_EPS,相關性_EPS,勝率(%)_殖利率,合理價差(%)_殖利率,相關性_殖利率,date,耗時(秒),策略_營收,策略_EPS,策略_殖利率
1525,9933,中鼎,41.3,不佳,極佳,,,低度相關 0.09,39,-9,中度相關 0.66,42,-10,中度相關 0.66,2022-12-05,48,0,1,1
1526,3450,聯鈞,40.55,不佳,極佳,,,低度相關 0.26,39,-26,中度相關 0.61,,,低度相關 0.46,2022-12-05,50,0,1,0
1527,6257,矽格,50.9,不佳,極佳,45,-3,高度相關 0.88,39,-17,中度相關 0.57,41,-17,中度相關 0.65,2022-12-05,44,0,1,1
1528,6126,信音,21.2,不佳,極佳,49,5,高度相關 0.82,39,-14,中度相關 0.72,41,-16,中度相關 0.58,2022-12-05,46,0,1,1
1529,9914,美利達,191,不適用,不適用,,,低度相關 0.37,,,低度相關 0.47,,,低度相關 0.48,2022-12-05,51,0,0,0
1530,2387,精元,41.1,不佳,極佳,49,-19,中度相關 0.64,,,,,,,2022-12-05,55,1,0,0
1531,1219,福壽,19.15,不佳,佳,42,-14,中度相關 0.54,,,,41,-7,中度相關 0.51,2022-12-05,48,1,0,1
1532,2449,京元電子,36.2,不佳,極佳,45,-8,中度相關 0.65,,,低度相關 0.38,,,低度相關 0.38,2022-12-05,52,1,0,0
1533,2049,上銀,193.5,不佳,極佳,,,低度相關 0.27,,,低度相關 0.44,41,-16,中度相關 0.51,2022-12-05,48,0,0,1
1534,4943,康控-KY,7.72,不佳,極佳,49,-21,中度相關 0.69,,,,,,,2022-12-05,53,1,0,0
1535,8454,富邦媒,632,不佳,極佳,49,-31,中度相關 0.69,39,-27,中度相關 0.51,,,低度相關 0.39,2022-12-05,47,1,1,0
1536,3171,新洲,16.6,不佳,極佳,,,低度相關 0.47,39,-4,高度相關 0.81,,,低度相關 0.12,2022-12-05,51,0,1,0
1537,4549,桓達,85.8,,極佳,45,-8,中度相關 0.63,,,低度相關 0.45,,,低度相關 0.42,2022-12-05,47,0,0,0
1538,6457,紘康,66.1,不佳,極佳,40,86,高度相關 0.78,39,-35,中度相關 0.63,0,0,中度相關 0.55,2022-12-05,45,0,1,0
1539,2436,偉詮電,47.1,不佳,極佳,40,38,高度相關 0.79,,,低度相關 0.47,41,-19,中度相關 0.5,2022-12-06,56,0,0,1
1540,3450,聯鈞,39.45,不佳,極佳,,,低度相關 0.26,39,-26,中度相關 0.61,,,低度相關 0.46,2022-12-06,57,0,1,0
1541,8938,明安,103,不佳,極佳,40,12,高度相關 0.84,39,-10,高度相關 0.79,42,-1,高度相關 0.76,2022-12-06,51,0,1,0
1542,9929,秋雨,8.64,不佳,極佳,49,-41,中度相關 0.59,,,,,,,2022-12-06,57,1,0,0
1543,3189,景碩,134.5,不佳,極佳,49,-17,中度相關 0.61,,,,,,,2022-12-06,59,1,0,0
1544,3526,凡甲,127,不佳,極佳,49,6,中度相關 0.53,39,-19,高度相關 0.76,41,-19,高度相關 0.76,2022-12-06,56,0,1,1
1545,3707,漢磊,99.8,不佳,極佳,49,-17,中度相關 0.7,,,,0,0,,2022-12-06,56,1,0,0
1546,8028,昇陽半導體,61.3,不佳,極佳,45,-4,高度相關 0.76,,,低度相關 0.01,,,低度相關 0.23,2022-12-06,53,1,0,0
1547,3030,德律,66,不佳,不佳,32,15,中度相關 0.66,,,低度相關 0.38,,,低度相關 0.35,2022-12-06,100,0,0,0
1548,2345,智邦,260,不佳,不佳,31,-18,中度相關 0.73,33,-23,高度相關 0.81,27,-21,高度相關 0.82,2022-12-06,56,0,0,0
1549,2449,京元電子,35.75,不佳,極佳,45,-9,中度相關 0.65,,,低度相關 0.38,,,低度相關 0.38,2022-12-06,55,1,0,0
1550,3217,優群,83.1,不佳,極佳,40,25,高度相關 0.87,39,-17,中度相關 0.65,41,-16,中度相關 0.66,2022-12-06,47,0,1,1
1551,6803,崑鼎,247,不佳,極佳,45,-2,中度相關 0.72,39,-8,高度相關 0.78,42,-8,中度相關 0.74,2022-12-06,49,0,1,1
1552,2905,三商,15.55,不佳,極佳,,,低度相關 0.06,,,,42,-6,中度相關 0.6,2022-12-06,55,0,0,1
1553,4205,中華食,100,不佳,佳,42,-26,高度相關 0.81,34,-6,高度相關 0.77,41,0,高度相關 0.75,2022-12-06,42,1,1,0
1554,2458,義隆,89.1,不佳,極佳,40,18,高度相關 0.93,39,-36,中度相關 0.65,41,-36,中度相關 0.57,2022-12-06,44,0,1,1
1555,2338,光罩,95.8,不佳,極佳,49,5,高度相關 0.78,,,,46,10,中度相關 0.74,2022-12-06,47,1,0,0
1556,5269,祥碩,733,不佳,極佳,49,-11,高度相關 0.77,39,-49,中度相關 0.59,41,-48,中度相關 0.62,2022-12-06,48,1,1,1
1557,5907,大洋-KY,16.95,不佳,極佳,,,低度相關 0.46,,,,41,-17,,2022-12-06,55,0,0,1
1558,3317,尼克森,55.9,不佳,極佳,,,低度相關 0.38,,,低度相關 0.35,41,-22,低度相關 0.03,2022-12-06,55,0,0,1
1559,8931,大汽電,40.2,不佳,極佳,45,-2,中度相關 0.5,45,12,高度相關 0.79,46,12,中度相關 0.74,2022-12-06,51,0,0,0
1560,4968,立積,126,不佳,極佳,49,-3,高度相關 0.75,,,,0,0,中度相關 0.64,2022-12-06,54,0,0,0
1561,6485,點序,74.7,不佳,極佳,49,-11,高度相關 0.75,,,,0,0,,2022-12-06,56,1,0,0
1562,2049,上銀,189,不佳,極佳,,,低度相關 0.27,,,低度相關 0.44,41,-16,中度相關 0.51,2022-12-06,63,0,0,1
1563,1516,川飛,21.55,不佳,極佳,,,低度相關 0.41,39,-12,中度相關 0.52,,,,2022-12-06,56,0,1,0
1564,2929,淘帝-KY,12.6,不佳,極佳,49,-31,中度相關 0.68,,,,,,,2022-12-06,60,1,0,0
1565,4549,桓達,85.1,不佳,極佳,45,-8,中度相關 0.63,,,低度相關 0.45,,,低度相關 0.43,2022-12-06,57,0,0,0
1566,4919,新唐,124,不佳,極佳,40,16,中度相關 0.65,39,-25,中度相關 0.6,,,,2022-12-06,57,0,1,0
1567,5903,全家,192,不佳,極佳,,,低度相關 0.2,39,-1,高度相關 0.77,41,4,高度相關 0.81,2022-12-06,56,0,1,0
1568,3556,禾瑞亞,57.5,不佳,極佳,40,32,中度相關 0.7,39,-13,中度相關 0.5,41,-14,中度相關 0.54,2022-12-06,51,0,1,1
1569,1513,中興電,64.5,不佳,極佳,40,30,中度相關 0.72,41,4,中度相關 0.68,41,4,中度相關 0.69,2022-12-06,53,0,0,0
1570,3171,新洲,16.2,不佳,極佳,,,低度相關 0.47,39,-4,高度相關 0.81,,,低度相關 0.12,2022-12-06,58,0,1,0
1571,4535,至興,38,不佳,極佳,49,-11,高度相關 0.77,39,-1,中度相關 0.72,42,-3,中度相關 0.74,2022-12-06,54,1,0,0
1572,3646,艾恩特,23.5,不佳,極佳,0,0,低度相關 0.44,39,-11,中度相關 0.58,42,-10,中度相關 0.57,2022-12-06,51,0,1,0
1573,1535,中宇,42.85,不佳,極佳,,,低度相關 0.02,39,-10,中度相關 0.62,42,-10,中度相關 0.57,2022-12-06,54,0,1,1
1574,3653,健策,389,不佳,極佳,49,-20,高度相關 0.89,39,-13,高度相關 0.92,41,-12,高度相關 0.93,2022-12-06,51,1,1,1
1575,3557,嘉威,49.2,不佳,極佳,49,-10,中度相關 0.73,,,,,,,2022-12-06,59,1,0,0
1576,3260,威剛,61,不佳,極佳,49,-16,中度相關 0.66,,,,,,,2022-12-06,57,1,0,0
1577,8928,鉅明,38.25,不佳,極佳,,,低度相關 0.36,39,-9,中度相關 0.55,42,-9,中度相關 0.55,2022-12-06,50,0,1,1
1578,9914,美利達,188,不適用,不適用,,,低度相關 0.37,,,低度相關 0.47,,,低度相關 0.48,2022-12-06,58,0,0,0
1579,3037,欣興,163,不佳,極佳,49,-18,高度相關 0.76,39,-35,中度相關 0.57,41,-35,中度相關 0.58,2022-12-06,51,1,1,1
1580,1558,伸興,118.5,不佳,極佳,,,低度相關 0.15,39,-6,中度相關 0.58,42,-8,中度相關 0.59,2022-12-06,54,0,1,1
1581,6257,矽格,50,不佳,極佳,45,-3,高度相關 0.88,39,-17,中度相關 0.57,41,-17,中度相關 0.65,2022-12-06,51,0,1,1
1582,6275,元山,27.45,不佳,極佳,49,8,中度相關 0.72,,,,41,-18,,2022-12-06,50,0,0,1
1583,1584,精剛,24,不佳,極佳,40,19,中度相關 0.55,,,,,,,2022-12-06,55,0,0,0
1584,3686,達能,12.6,不佳,極佳,49,-26,中度相關 0.59,,,,,,,2022-12-06,60,1,0,0
1585,6203,海韻電,53.1,不佳,極佳,40,26,高度相關 0.9,39,-12,中度相關 0.7,42,-9,中度相關 0.73,2022-12-06,52,0,1,0
1586,3416,融程電,82.3,不佳,極佳,45,-1,高度相關 0.82,39,-2,高度相關 0.83,42,-2,高度相關 0.84,2022-12-06,51,0,0,0
1587,1219,福壽,19.05,不佳,佳,42,-14,中度相關 0.53,,,,41,-7,中度相關 0.51,2022-12-06,55,1,0,1
1588,3014,聯陽,71.1,不佳,極佳,40,50,高度相關 0.94,39,-24,中度相關 0.62,41,-24,中度相關 0.62,2022-12-06,50,0,1,1
1589,1256,鮮活果汁-KY,261,不佳,佳,50,-5,中度相關 0.67,42,5,中度相關 0.73,47,0,中度相關 0.73,2022-12-06,50,1,1,1
1590,8390,金益鼎,34.85,不佳,極佳,,,低度相關 0.02,39,-29,中度相關 0.51,,,,2022-12-06,58,0,1,0
1591,6126,信音,20.8,不佳,極佳,49,5,高度相關 0.82,39,-14,中度相關 0.72,41,-16,中度相關 0.58,2022-12-06,50,0,1,1
1592,3483,力致,59.4,不佳,極佳,45,-9,高度相關 0.76,,,,,,,2022-12-06,52,1,0,0
1593,6224,聚鼎,57,不佳,極佳,49,-37,中度相關 0.56,,,低度相關 0.39,,,低度相關 0.35,2022-12-06,49,1,0,0
1594,1232,大統益,146,不佳,佳,42,-17,中度相關 0.54,34,-10,高度相關 0.81,41,-9,高度相關 0.85,2022-12-06,45,1,1,1
1595,6259,百徽,23.5,不佳,極佳,49,-29,中度相關 0.55,,,,0,0,,2022-12-06,50,1,0,0
1596,8420,明揚,74.6,不佳,極佳,40,19,高度相關 0.86,,,,42,-8,高度相關 0.91,2022-12-06,49,0,0,1
1597,1210,大成,44.4,不佳,佳,42,-20,中度相關 0.58,48,34,中度相關 0.69,48,15,高度相關 0.88,2022-12-06,47,1,0,0
1598,3005,神基,42.45,不適用,不適用,,,低度相關 0.49,,,低度相關 0.09,,,低度相關 0.05,2022-12-06,56,1,0,0
1599,8182,加高,31.55,不佳,極佳,40,98,低度相關 0.49,39,-32,中度相關 0.57,41,-32,中度相關 0.58,2022-12-06,43,0,1,1
1600,8066,來思達,27.55,不佳,極佳,,,低度相關 0.23,39,-12,中度相關 0.73,41,-17,中度相關 0.72,2022-12-06,47,0,1,1
1601,4966,譜瑞-KY,821,不佳,極佳,44,-3,中度相關 0.73,,,低度相關 0.45,,,低度相關 0.41,2022-12-06,47,0,0,0
1602,3675,德微,185,不佳,極佳,45,-1,中度相關 0.72,,,低度相關 0.49,41,-37,低度相關 0.49,2022-12-06,44,0,0,1
1603,5209,新鼎,75.7,不佳,極佳,49,-13,高度相關 0.81,39,-3,高度相關 0.76,42,-3,高度相關 0.76,2022-12-06,43,1,0,0
1604,1590,亞德客-KY,964,不佳,極佳,49,8,高度相關 0.88,41,3,中度相關 0.51,,,低度相關 0.38,2022-12-06,47,0,0,0
1605,3015,全漢,38.8,不佳,極佳,,,低度相關 0.49,,,,41,-11,中度相關 0.57,2022-12-06,51,0,0,1
1606,5288,豐祥-KY,173.5,不佳,極佳,45,-9,中度相關 0.72,39,-9,中度相關 0.63,41,6,低度相關 0.38,2022-12-06,45,1,1,0
1607,5498,凱崴,10.1,不佳,極佳,49,-17,中度相關 0.54,,,,,,,2022-12-06,54,1,0,0
1608,6129,普誠,35,不佳,極佳,45,-5,中度相關 0.74,,,,,,,2022-12-06,47,1,0,0
1609,8213,志超,36.5,不佳,極佳,,,低度相關 0.45,39,-14,中度相關 0.66,41,-14,中度相關 0.67,2022-12-06,43,0,1,1
1610,5439,高技,47.45,不佳,極佳,49,-14,中度相關 0.7,,,低度相關 0.36,,,低度相關 0.41,2022-12-06,46,1,0,0
1611,1264,德麥,260,不佳,佳,42,-10,中度相關 0.65,34,-9,高度相關 0.76,,,中度相關 0.63,2022-12-06,45,1,1,0
1612,6415,矽力*-KY,513,不佳,極佳,49,-16,高度相關 0.75,,,低度相關 0.47,,,低度相關 0.4,2022-12-06,46,1,0,0
1613,6208,日揚,49.8,不佳,極佳,45,-9,高度相關 0.86,39,-9,中度相關 0.64,42,-9,中度相關 0.65,2022-12-06,41,1,1,1
1614,8046,南電,304.5,不佳,極佳,49,-33,高度相關 0.76,,,,,,低度相關 0.06,2022-12-06,53,1,0,0
1615,6197,佳必琪,38.7,不適用,不適用,,,低度相關 0,,,低度相關 0.36,41,-13,中度相關 0.5,2022-12-06,46,0,0,1
1616,5285,界霖,66.7,不佳,極佳,49,-20,高度相關 0.78,,,低度相關 0,,,低度相關 0.01,2022-12-06,57,1,0,0
1617,2640,大車隊,84.1,不佳,極佳,45,-9,中度相關 0.64,,,低度相關 0.43,42,0,中度相關 0.65,2022-12-06,43,0,0,0
1618,2379,瑞昱,305.5,不佳,極佳,49,-29,高度相關 0.81,,,低度相關 0.48,,,低度相關 0.48,2022-12-06,47,1,0,0
1619,5871,中租-KY,214.5,不佳,極佳,49,-13,高度相關 0.84,39,-3,中度相關 0.52,42,-3,中度相關 0.56,2022-12-06,42,1,0,0
1620,3042,晶技,83,不佳,極佳,40,11,高度相關 0.92,39,-24,中度相關 0.54,41,-22,中度相關 0.56,2022-12-06,43,0,1,1
1621,6509,聚和,43.05,不佳,佳,42,-13,中度相關 0.6,41,-26,中度相關 0.63,37,-25,中度相關 0.6,2022-12-06,41,0,0,0
1622,4426,利勤,25.15,不佳,佳,42,-24,中度相關 0.65,,,,47,10,,2022-12-06,48,1,0,0
1623,9802,鈺齊-KY,152,不佳,極佳,49,-21,中度相關 0.63,,,低度相關 0.4,,,低度相關 0.3,2022-12-06,48,1,0,0
1624,8454,富邦媒,605,不佳,極佳,49,-31,中度相關 0.69,39,-27,中度相關 0.51,,,低度相關 0.39,2022-12-06,44,1,1,0
1625,4927,泰鼎-KY,59.5,不佳,極佳,49,-10,中度相關 0.6,39,-19,中度相關 0.58,41,-18,,2022-12-06,45,1,1,1
1626,2476,鉅祥,48.4,不佳,極佳,45,-12,高度相關 0.82,,,低度相關 0.39,,,低度相關 0.38,2022-12-06,46,1,0,0
1627,1451,年興,21.5,不佳,佳,42,-13,中度相關 0.67,,,,,,,2022-12-06,48,1,0,0
1628,2303,聯電,44.5,不佳,極佳,49,-27,中度相關 0.59,,,低度相關 0.4,,,低度相關 0.42,2022-12-06,46,1,0,0
1629,4558,寶緯,23.6,不佳,極佳,49,-19,高度相關 0.8,0,0,,0,0,,2022-12-06,50,1,0,0
1630,2388,威盛,71.7,不佳,極佳,45,-5,中度相關 0.61,,,,,,,2022-12-06,49,1,0,0
1631,5274,信驊,2070,不佳,極佳,49,-20,中度相關 0.72,39,-38,中度相關 0.66,41,-36,中度相關 0.72,2022-12-06,46,1,1,1
1632,5291,邑昇,34.8,不佳,極佳,49,8,高度相關 0.85,,,,41,-15,中度相關 0.51,2022-12-06,49,0,0,1
1633,6488,環球晶,476.5,不佳,極佳,49,-25,中度相關 0.5,,,低度相關 0.13,0,0,低度相關 0.23,2022-12-06,45,1,0,0
1634,3484,崧騰,46.55,不佳,極佳,45,-8,中度相關 0.72,39,-28,中度相關 0.55,41,-28,中度相關 0.55,2022-12-06,42,0,1,1
1635,9933,中鼎,42.05,不佳,極佳,,,低度相關 0.09,39,-9,中度相關 0.66,41,-10,中度相關 0.66,2022-12-06,46,0,0,1
1636,1599,宏佳騰,41.55,不佳,極佳,,,低度相關 0.41,39,-11,中度相關 0.54,,,低度相關 0.31,2022-12-06,45,0,1,0
1637,5345,天揚,5.8,不適用,不適用,,,低度相關 0.49,,,,,,,2022-12-06,51,1,0,0
1638,2428,興勤,121,不佳,極佳,49,-23,中度相關 0.72,39,-23,中度相關 0.5,,,低度相關 0.49,2022-12-06,46,1,1,0
1639,3529,力旺,1460,不佳,極佳,49,-11,中度相關 0.69,39,-28,中度相關 0.56,41,-28,中度相關 0.55,2022-12-06,41,1,1,1
1640,5222,全訊,150.5,不佳,極佳,49,3,中度相關 0.67,0,0,,0,0,,2022-12-06,46,1,0,0
1641,6104,創惟,104.5,不佳,極佳,40,116,高度相關 0.88,39,-31,中度相關 0.54,41,-27,中度相關 0.54,2022-12-06,43,0,1,1
1642,6182,合晶,46,不佳,極佳,49,-35,中度相關 0.62,,,,,,低度相關 0.47,2022-12-06,51,1,0,0
1643,3338,泰碩,34.95,不佳,極佳,49,-25,中度相關 0.59,,,,,,,2022-12-06,50,1,0,0
1644,6139,亞翔,37.15,不適用,不適用,,,低度相關 0.07,,,低度相關 0.06,,,低度相關 0.08,2022-12-06,54,0,0,0
1645,9951,皇田,63.3,不佳,極佳,,,低度相關 0.01,39,-9,中度相關 0.51,,,低度相關 0.49,2022-12-06,50,0,1,0
1646,3021,鴻名,20.8,不佳,極佳,45,-7,中度相關 0.7,,,低度相關 0.26,,,,2022-12-06,49,1,0,0
1647,2357,華碩,277.5,不佳,極佳,49,-14,中度相關 0.65,,,低度相關 0.44,,,低度相關 0.44,2022-12-06,53,1,0,0
1648,6287,元隆,26.2,不佳,極佳,45,-6,中度相關 0.54,,,,0,0,,2022-12-06,53,1,0,0
1649,2235,謚源,49.75,不佳,極佳,,,低度相關 0.36,39,-20,高度相關 0.78,41,-26,中度相關 0.73,2022-12-06,53,0,1,1
1650,2481,強茂,63.5,不佳,極佳,,,低度相關 0.3,,,,41,-25,,2022-12-06,55,0,0,1
1651,1514,亞力,30.85,不佳,極佳,49,-18,中度相關 0.72,41,8,高度相關 0.84,46,16,高度相關 0.76,2022-12-06,50,1,0,0
1652,3078,僑威,27.8,不佳,極佳,49,-2,高度相關 0.75,39,-14,中度相關 0.54,42,-6,中度相關 0.52,2022-12-06,52,0,1,0
1653,3548,兆利,61.6,不佳,極佳,,,低度相關 0.15,,,低度相關 0.32,41,-12,中度相關 0.54,2022-12-06,52,0,0,1
1654,5227,立凱-KY,73.2,不佳,極佳,49,-35,中度相關 0.74,,,,0,0,,2022-12-06,56,1,0,0
1655,9940,信義,28.55,不佳,極佳,,,低度相關 0.21,39,-8,中度相關 0.55,,,低度相關 0.19,2022-12-06,52,0,0,0
1656,4991,環宇-KY,39.7,不佳,極佳,49,-18,中度相關 0.6,45,19,,,,,2022-12-06,51,1,0,0
1657,3357,臺慶科,83.5,不佳,極佳,49,2,高度相關 0.88,,,,41,-36,中度相關 0.53,2022-12-06,51,0,0,1
1658,5356,協益,20.45,不佳,極佳,49,-19,高度相關 0.8,,,,46,25,中度相關 0.67,2022-12-06,55,1,0,0
1659,2330,台積電,478,不佳,極佳,49,-29,中度相關 0.63,,,低度相關 0.48,41,-29,中度相關 0.59,2022-12-06,53,1,0,1
1660,3016,嘉晶,79,不佳,極佳,49,-13,中度相關 0.65,,,,,,,2022-12-06,56,1,0,0
1661,3023,信邦,273.5,不佳,極佳,49,-13,高度相關 0.94,39,-9,高度相關 0.92,42,-5,高度相關 0.93,2022-12-06,49,1,0,0
1662,8081,致新,146.5,不佳,極佳,40,15,高度相關 0.9,39,-34,中度相關 0.51,41,-34,中度相關 0.53,2022-12-06,48,0,1,1
1663,3605,宏致,34,不佳,極佳,44,-7,中度相關 0.57,39,-19,中度相關 0.61,41,-20,中度相關 0.61,2022-12-06,47,0,1,1
1664,8027,鈦昇,55.3,不佳,極佳,49,-13,中度相關 0.54,,,,,,低度相關 0.39,2022-12-06,62,1,0,0
1665,3017,奇鋐,124,不佳,極佳,40,14,高度相關 0.87,39,-4,高度相關 0.87,42,-2,高度相關 0.86,2022-12-06,51,0,1,1
1666,3465,進泰電子,86.1,不佳,極佳,45,-3,高度相關 0.78,,,,,,,2022-12-06,54,1,0,0
1667,4943,康控-KY,7.13,不適用,不適用,49,-27,中度相關 0.69,,,,,,,2022-12-06,62,1,0,0
1668,5471,松翰,51.1,不佳,極佳,40,100,高度相關 0.75,39,-22,中度相關 0.74,41,-22,高度相關 0.75,2022-12-06,48,0,1,1
1669,1580,新麥,88.9,不佳,極佳,,,低度相關 0.44,,,,41,-19,中度相關 0.6,2022-12-06,93,0,1,1
1670,9911,櫻花,62.7,不佳,極佳,45,-1,高度相關 0.75,39,-10,高度相關 0.84,41,-10,高度相關 0.81,2022-12-06,48,0,1,1
1671,2344,華邦電,21.2,不佳,極佳,45,-7,中度相關 0.66,,,,,,,2022-12-06,59,1,0,0
1672,3492,長盛,19.15,不佳,極佳,49,-13,中度相關 0.58,,,低度相關 0.29,,,低度相關 0,2022-12-06,71,1,0,0
1673,4967,十銓,30.3,不佳,極佳,49,-26,中度相關 0.58,,,,41,-23,,2022-12-06,51,1,0,1
1674,3035,智原,175.5,不佳,極佳,45,-10,高度相關 0.75,,,低度相關 0.38,,,低度相關 0.35,2022-12-06,53,1,0,0
1675,2351,順德,106,不佳,極佳,49,-15,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-12-06,51,1,0,0
1676,3661,世芯-KY,894,不佳,極佳,49,-23,高度相關 0.81,39,-14,高度相關 0.75,41,-17,中度相關 0.64,2022-12-06,51,1,1,1
1677,6457,紘康,61.1,不佳,極佳,40,86,高度相關 0.78,39,-35,中度相關 0.63,0,0,中度相關 0.55,2022-12-06,46,0,1,0
1678,8210,勤誠,74.5,不佳,極佳,,,低度相關 0.32,,,低度相關 0.49,42,-8,中度相關 0.54,2022-12-06,49,0,0,1
1679,4510,高鋒,10.5,不佳,極佳,49,-26,中度相關 0.56,,,,42,-4,,2022-12-06,50,1,0,0
1680,6533,晶心科,529,不佳,極佳,49,-12,中度相關 0.69,,,,0,0,,2022-12-06,49,1,0,0
1681,3597,映興,25.45,不佳,極佳,49,-20,中度相關 0.65,,,,41,-16,低度相關 0.14,2022-12-06,47,1,0,1
1682,8924,大田,122.5,不佳,極佳,40,31,高度相關 0.77,,,,41,-21,低度相關 0.01,2022-12-06,46,0,0,1
1683,6191,精成科,29.2,不佳,極佳,40,28,中度相關 0.63,39,-16,中度相關 0.67,41,-15,低度相關 0.37,2022-12-06,44,0,1,1
1684,4401,東隆興,26.7,不佳,佳,,,低度相關 0.13,41,-30,中度相關 0.6,37,-30,中度相關 0.59,2022-12-06,49,0,1,1
1685,2387,精元,41,不佳,極佳,49,-20,中度相關 0.64,,,,,,,2022-12-06,56,1,0,0
1686,2383,台光電,189.5,不佳,極佳,45,-1,高度相關 0.8,39,-12,中度相關 0.65,41,-12,中度相關 0.64,2022-12-06,46,0,1,1
1687,4552,力達-KY,29.5,不佳,極佳,0,0,中度相關 0.74,39,-15,高度相關 0.78,0,0,低度相關 0.07,2022-12-06,45,0,1,0
1688,1220,台榮,15.25,不佳,佳,,,低度相關 0.47,42,9,高度相關 0.83,47,8,高度相關 0.82,2022-12-06,47,0,0,0
1689,5306,桂盟,153.5,不佳,極佳,49,-13,中度相關 0.71,,,低度相關 0.39,,,低度相關 0.34,2022-12-06,48,1,0,0
1690,3169,亞信,118,不佳,極佳,45,-6,高度相關 0.86,,,低度相關 0.49,41,-34,中度相關 0.51,2022-12-06,47,0,0,1
1691,8155,博智,123.5,不佳,極佳,49,-10,高度相關 0.76,,,低度相關 0.16,,,低度相關 0.17,2022-12-06,50,1,0,0
1692,2395,研華,327,不佳,極佳,49,-16,中度相關 0.6,,,低度相關 0.22,,,低度相關 0.36,2022-12-06,50,1,0,0
1693,5604,中連,51.5,不佳,極佳,49,-19,中度相關 0.61,,,,42,0,中度相關 0.51,2022-12-06,46,1,0,0
1694,2348,海悅,65.6,不佳,極佳,45,-8,高度相關 0.89,41,0,高度相關 0.88,42,-2,中度相關 0.56,2022-12-06,46,1,1,1
1695,6538,倉和,73.8,不佳,極佳,49,-38,高度相關 0.81,,,,0,0,高度相關 0.76,2022-12-06,49,1,0,0
1696,2493,揚博,42.9,不佳,極佳,49,6,中度相關 0.74,39,-16,中度相關 0.52,41,-17,中度相關 0.56,2022-12-06,45,0,1,1
1697,8040,九暘,57,不佳,極佳,49,-24,,,,,,,,2022-12-06,50,1,0,0
1698,3014,聯陽,69.7,不佳,極佳,40,50,高度相關 0.94,39,-24,中度相關 0.62,41,-24,中度相關 0.62,2022-12-07,59,0,1,1
1699,4426,利勤,24.25,不佳,佳,42,-27,中度相關 0.65,,,,47,6,,2022-12-07,70,1,0,0
1700,8454,富邦媒,624,不佳,極佳,49,-34,中度相關 0.69,39,-30,中度相關 0.51,,,低度相關 0.39,2022-12-07,56,1,1,0
1701,4552,力達-KY,29.4,不佳,極佳,0,0,中度相關 0.74,39,,高度相關 0.78,0,0,低度相關 0.07,2022-12-07,48,0,1,0
1702,2383,台光電,186.5,不佳,極佳,44,-1,高度相關 0.8,39,-12,中度相關 0.65,41,-12,中度相關 0.64,2022-12-07,49,0,1,1
1703,6203,海韻電,52,不佳,極佳,40,24,高度相關 0.9,39,-13,中度相關 0.7,41,-10,中度相關 0.73,2022-12-07,48,0,1,1
1704,3017,奇鋐,112.5,不佳,極佳,40,14,高度相關 0.87,39,-4,高度相關 0.87,42,-4,高度相關 0.86,2022-12-07,47,0,1,1
1705,2476,鉅祥,47.9,不佳,極佳,49,-12,高度相關 0.82,,,低度相關 0.39,,,低度相關 0.38,2022-12-07,48,1,0,0
1706,2905,三商,15.5,不佳,極佳,,,低度相關 0.06,,,,42,-6,中度相關 0.6,2022-12-07,50,0,0,1
1707,1535,中宇,42.5,不佳,極佳,,,低度相關 0.02,39,-11,中度相關 0.62,41,-10,中度相關 0.57,2022-12-07,48,0,1,1
1708,2351,順德,105,不佳,極佳,49,-15,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-12-07,46,1,0,0
1709,5306,桂盟,156.5,不佳,極佳,49,-13,中度相關 0.71,,,低度相關 0.39,,,低度相關 0.34,2022-12-07,49,1,0,0
1710,5604,中連,51.5,不佳,極佳,49,-19,中度相關 0.61,,,,42,0,中度相關 0.51,2022-12-07,47,1,0,0
1711,6457,紘康,59.5,不佳,極佳,40,72,高度相關 0.78,39,-40,中度相關 0.63,0,0,中度相關 0.55,2022-12-07,42,0,1,0
1712,3426,台興,38,不佳,極佳,49,-12,低度相關 0.49,39,-7,高度相關 0.86,,,低度相關 0,2022-12-07,47,1,0,0
1713,2449,京元電子,35.1,不佳,極佳,44,-9,中度相關 0.65,,,低度相關 0.37,,,低度相關 0.38,2022-12-07,48,1,0,0
1714,3260,威剛,59,不佳,極佳,49,-16,中度相關 0.66,,,,,,,2022-12-07,51,1,0,0
1715,3597,映興,24.15,不佳,極佳,49,-21,中度相關 0.65,,,,41,-17,低度相關 0.14,2022-12-07,47,1,0,1
1716,5498,凱崴,10,不佳,極佳,49,-17,中度相關 0.54,,,,,,,2022-12-07,50,1,0,0
1717,6126,信音,20.8,不佳,極佳,49,3,高度相關 0.82,39,-16,中度相關 0.72,41,-17,中度相關 0.58,2022-12-07,45,0,1,1
1718,3653,健策,389,不佳,極佳,49,-20,高度相關 0.89,39,-18,高度相關 0.92,41,-17,高度相關 0.93,2022-12-07,44,1,1,1
1719,2345,智邦,248.5,不佳,不佳,31,-22,中度相關 0.73,33,-23,高度相關 0.81,27,-25,高度相關 0.82,2022-12-07,45,0,0,0
